material_id,formula,Number of Atoms,Volume (A3),Density (g cm-3),in_training_set,verified_perovskite,K_r9_pred,G_r9_pred,gamma_r9_pred,K_r9_spread_log10,G_r9_spread_log10,Kappa_r9_gamma,Kappa_r9_p05,Kappa_r9_p50,Kappa_r9_p95
JVASP-34507,SrGeO3,15,241.92272401049843,4.288405055011879,False,False,90.73615900136905,42.18451928587909,2.084666043670704,0.0288164531500938,0.037237694388294156,2.5438556196706132,1.8847142041370528,2.553314432394428,3.3568554302541735
JVASP-165827,CaGeO3,30,429.30170301741987,3.729901752999075,False,False,122.74272047734098,55.234742699162084,2.075175789754472,0.04438145270538533,0.03365943393376401,2.4991642179110913,1.7384044517754642,2.4777240586252116,3.538079675488874
JVASP-97973,MgSiO3,80,844.6677307527983,3.157679212478416,True,False,165.08959757148014,82.78217669225177,2.076636060300682,0.07102341110243683,0.07310637206558732,2.333010381365762,1.519813320721605,2.342136410478282,3.565434881647795
JVASP-87305,MgSiO3,80,880.8429036401742,3.027997073969705,True,False,155.34244455979882,78.60444311729884,2.0660026198751713,0.06667684646194331,0.07179379903653796,2.258684119937837,1.3996201998305446,2.2418350229394672,3.6322572107116744
JVASP-164797,DyInO3,30,427.36820830954434,7.584096093474366,False,False,158.17807308350075,74.75935253984804,2.0898026584530918,0.08413982535764067,0.05693506443857122,2.712848942809019,2.005900054070867,2.7299315522515606,3.7001077961725324
JVASP-13870,BaSiO3,30,347.85897911946074,6.112421866572539,True,True,171.3821711066828,87.39538590975073,2.1349981478492333,0.05013042050159734,0.020140195984944667,3.402937394408871,3.1172736842326723,3.40375121475406,3.7298182470064005
JVASP-85718,BaTiO3,5,105.9683736885501,3.6541540196275184,True,False,55.87151984263596,26.596109872187466,2.073653008023508,0.15897208165674565,0.05449391456963641,3.1756579405677736,2.6926185630468815,3.184940295020561,3.7572533482007646
JVASP-176669,SrIrO3,30,388.60032032817327,8.40529144146052,True,True,172.9845622086024,86.67522547875622,2.1426149333111293,0.058537065506663606,0.045013876961979,2.9526236786701907,2.2842671565018406,2.9634487605263145,3.792190279416858
JVASP-97383,BaIrO3,30,422.82038049731506,8.896310615802816,False,True,171.25423357681328,83.8919022054628,2.124338385950415,0.04777435260345568,0.047784517183513404,2.864100155032926,2.1709318658087167,2.862336274529813,3.793219856684183
JVASP-176873,LaAlO3,30,459.6284993053277,4.636327978110914,True,False,107.55448848517996,46.231299964505105,2.039734123247557,0.21953590373663523,0.15996916148797638,1.8212043470433448,0.8163682671689965,1.771776629346053,3.8121317082244874
JVASP-59661,SrPrO3,20,348.60948374670096,5.268726169537628,False,True,116.50389137242053,59.38120102921568,2.0966383025376243,0.07159324078849864,0.01559934460055637,3.2016908647740867,2.7087264286132173,3.209386225756928,3.8297925098342773
