material_id,formula,Number of Atoms,Volume (A3),Density (g cm-3),Atomic mass (amu),K_VRH_pred,G_VRH_pred,K_VRH_spread_log10,G_VRH_spread_log10,Poisson ratio,Gruneisen parameter,Kappa_cal (W m-1 K-1),Kappa_cal_p05,Kappa_cal_p50,Kappa_cal_p95,is_low_kappa_candidate,ALIGNN_K_VRH_pred,ALIGNN_G_VRH_pred,ALIGNN_Kappa_cal,ALIGNN_is_low_kappa_candidate,alignn_prediction_reliable,space_group,crystal_system,worse_model_Kappa_cal
35c885b13e,ZrSnBr6,8,315.3508669634941,3.6299436957155,689.358,5.29840769418786,2.906129815085663,0.1071976150215924,0.0656724932347129,0.2681446252107992,1.5910595817712565,0.167142848900635,0.0751370711083014,0.1673758724106174,0.3427597346163807,True,5.944974899291992,1.8918079137802124,0.0490873134763071,True,True,R3,trigonal,0.167142848900635
8587a98e3f,ErVBr6,8,296.55595843052987,3.906287177019073,697.6244999999999,10.46000771831675,3.941811870093073,0.1430444262219126,0.0366387876972,0.3326044555457702,1.9945453439262293,0.167936432598203,0.0855077653212373,0.165507360435214,0.3308852758265188,True,6.977860927581787,2.926921844482422,0.120664187889733,True,True,P-31m,trigonal,0.167936432598203
94d8192cb2,Cs2Pd2PtSe4,9,281.6103429417815,5.83511163765161,989.5749038,17.588662701884378,5.615870267435609,0.0684338184004717,0.0449905004488245,0.3557119345649952,2.1799184810632246,0.1701306371874152,0.0988007245541158,0.1698689404859873,0.2911824429675484,True,16.481189727783203,5.0645904541015625,0.1396578029287634,True,True,C2/m,monoclinic,0.1701306371874152
b5387a932b,Cs2Pd(PtSe2)2,9,280.5672713777751,6.381563382631957,1078.2389038,18.323089382002948,5.852464827825875,0.0528721347871779,0.0364780354579023,0.3556651247422467,2.17951511808212,0.1729264467978669,0.1134670320502338,0.1733843816533719,0.2610467033789084,True,16.812158584594727,5.628106117248535,0.1717653457182866,True,True,C2/m,monoclinic,0.1729264467978669
027d726fb6,ZrPbBr6,8,319.77937820830306,4.039181641162333,777.848,7.689734501975694,3.5223174028214563,0.0893878484699332,0.035380802804229,0.3013097437200768,1.7808746214866582,0.1764117789586002,0.1032307158984713,0.1755863668103839,0.2870381660319982,True,5.01692533493042,1.3062127828598022,0.0214784149986359,True,True,R3,trigonal,0.1764117789586002
f4cac039b3,TePdBr2,8,245.14126083442943,5.335428056530397,787.656,10.694461223211189,4.489218639363808,0.0390654567660068,0.063142814156452,0.3158778010338876,1.8755980162885293,0.1842037601774622,0.0948284125091447,0.185029360855874,0.3412827364673442,True,17.290729522705078,5.22253942489624,0.1611726825784054,True,True,P-1,triclinic,0.1842037601774622
aad189367e,ZrGeBr6,8,294.6775970847149,3.624995137517419,643.288,6.856307491393229,2.984199176262808,0.119411402210055,0.0662134711893411,0.309948811421771,1.836113320599636,0.1338672588490923,0.0597915386161293,0.1358257757651387,0.295780918361066,True,4.209675312042236,2.7872891426086426,0.1844923886990999,True,True,P312,trigonal,0.1844923886990999
d495c81573,CoICl2,8,215.8828285599704,3.949669265258647,513.48733,10.742076304676614,4.330137326939873,0.0732845171628215,0.0670474505490577,0.3223235332638052,1.9200666500829613,0.1861021106449779,0.0921574908163232,0.1841770725434556,0.3749003744338334,True,10.748769760131836,3.144733428955078,0.0809857091717214,True,True,C2/m,monoclinic,0.1861021106449779
aee435bf21,ErFeBr6,8,299.2873897664289,3.897842778877697,702.528,10.095817923393462,4.053853737666931,0.0388565925352506,0.0685111428856446,0.3229310108501,1.924343588545376,0.1884240083491707,0.0949233451603587,0.188308313482966,0.3645357331548756,True,7.035086154937744,2.2618284225463867,0.0615530442107067,True,True,R3,trigonal,0.1884240083491707
332f7fe495,TeClF5,7,150.12568792945518,2.85423391904414,258.045016,9.242494881734372,3.8326574727326026,0.0145163395250957,0.0070028697494726,0.3178402940133866,1.8889631021724225,0.190301923330261,0.1741128206965251,0.190631516991529,0.2085421437126803,True,7.160201549530029,2.200198173522949,0.059604611212171,True,True,P1,triclinic,0.190301923330261
0c86c8636a,AlRhBr6,8,241.26094733391275,4.193736267308856,609.3110386,9.723917563810684,4.179708777947226,0.121019324123108,0.0871056187604003,0.312015339337466,1.8497256858136668,0.1904386906023719,0.0718980842822504,0.1857011076055805,0.4741814538481325,True,5.036577224731445,2.7092199325561523,0.1255262736276236,True,True,C2,monoclinic,0.1904386906023719
fa6029de53,HfGeBr6,8,291.69065832771787,4.158904045507121,730.554,8.049258180254178,2.59970830505712,0.0735058566778468,0.0649841355889953,0.3542082453117587,2.1670215183183883,0.073170425660814,0.0362608074690366,0.0738740096422127,0.1454241084590374,True,4.538594722747803,3.118237018585205,0.2102557442631046,True,True,P312,trigonal,0.2102557442631046
a5b82da44f,AlIrBr6,8,241.0191703952035,4.8132686618709615,698.6225386,6.313207638000768,3.327080698140753,0.1419301425000197,0.0839485190754768,0.2758706841326296,1.632399949277249,0.1561274774966231,0.0588508039049258,0.1586564897409618,0.3886405784079583,True,6.158137798309326,3.763250827789306,0.2175852424968082,True,True,C2,monoclinic,0.2175852424968082
9f31c919f8,Rb3BiSbAu3,8,282.7074534033485,6.9194753966039615,1178.043507,20.79162809867564,5.505869220505233,0.0354240898460095,0.0571129610095594,0.3783336453572742,2.3901765380495026,0.1388752939651545,0.0740250083895054,0.1394209682704013,0.2511261287858886,True,17.460634231567383,6.125678539276123,0.2224455549031249,True,True,R3m,trigonal,0.2224455549031249
