compound,auid,aurl,spacegroup_relax,Pearson_symbol_relax,agl_gruneisen,agl_thermal_conductivity_300K,agl_debye,agl_heat_capacity_Cv_300K,ael_bulk_modulus_vrh,ael_shear_modulus_vrh,natoms,density
Ni1Zn1,aflow:c294c347661840e9,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Ni1Zn1_ICSD_105470,221,cP2,2.53278,6.45847,363.144,5.60253,143.239,60.7938,2,8.99686
Th1Tl3,aflow:1e89971673a1e76e,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Th1Tl3_ICSD_106159,221,cP4,2.5333,0.823113,128.026,11.9004,59.8667,18.2616,4,12.0974
Ag1Br1,aflow:acc935168652beb5,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Ag1Br1_ICSD_157536,225,cF8,2.53447,0.636344,134.109,5.94932,38.6889,9.78566,2,6.2896
Hg1Mg1,aflow:79a3ecfabd3d15de,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Hg1Mg1_ICSD_104313,221,cP2,2.53473,2.26162,196.063,5.88921,46.5444,24.9103,2,8.74897
Pd6Te4,aflow:6b2b53ae4cd60d7a,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/Pd3Te2_ICSD_649012,63,oS20,2.53477,0.866806,203.977,29.3575,105.154,26.4734,10,9.58175
Pt6Sb4,aflow:4e63b9ef183471b8,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCI/Pt3Sb2_ICSD_42752,72,oI20,2.53536,0.807631,176.947,29.5013,132.802,26.3129,10,14.1822
Ag2Br2,aflow:dd18d74ff992ddea,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/MCL/Ag1Br1_ICSD_56550,11,mP4,2.53596,0.475994,141.96,11.8869,38.5124,10.9116,4,6.28176
N1Tl1,aflow:d6cb5fa9b12ad8ad,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/N1Tl1_ICSD_186557,225,cF8,2.53603,4.82195,264.877,5.78484,108.861,49.134,2,11.9114
Au8Cl24Cs8,aflow:d6af7b3d25cbc553,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Au2Cl6Cs2_ICSD_24515,221,cP5,2.53684,0.58608,161.884,14.8122,34.0714,11.7159,40,5.13422
Ba1Pt5,aflow:366eba3176381355,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Ba1Pt5_ICSD_58676,191,hP6,2.53776,3.01352,235.988,17.4733,150.032,60.18,6,15.8177
Au1Cu3,aflow:e7e21be634245737,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Au1Cu3_ICSD_150666,221,cP4,2.53829,3.02242,279.145,11.5263,121.622,48.9293,4,12.0035
As1In1Pt5,aflow:9a904c0549818196,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/As1In1Pt5_ICSD_610708,123,tP7,2.53869,2.77195,250.975,20.3044,192.079,64.0018,7,16.8119
Ge4Rh8,aflow:06823edbc5951c56,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Ge1Rh2_ICSD_637674,62,oP12,2.53991,2.8744,353.992,33.6737,189.525,69.2597,12,10.8577
F1Rb1,aflow:2c17cb0ad30f0780,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/F1Rb1_ICSD_43436,221,cP2,2.54019,0.943421,190.259,5.90694,29.1722,11.4269,2,4.21951
Pb3Rh3,aflow:d9025f4ef0190245,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Pb1Rh1_ICSD_105607,191,hP6,2.54085,2.65614,238.039,17.4682,111.202,50.2892,6,12.078
Pt3Yb1,aflow:2b5b4263126741e1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Pt3Yb1_ICSD_105849,221,cP4,2.541,2.40977,202.021,11.7433,134.042,42.2701,4,18.1587
Au2In1Th1,aflow:1752b716519862db,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Au2In1Th1_ICSD_58509,225,cF16,2.54112,0.595008,123.012,11.906,96.9,14.9582,4,12.9279
Dy1Hg2,aflow:eb4c41fc0488a41b,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Dy1Hg2_ICSD_103196,191,hP3,2.54132,2.04947,173.068,8.86357,66.5747,30.3374,3,12.8883
Cd1P1Pt5,aflow:c07cb317ee589630,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/Cd1P1Pt5_ICSD_620224,123,tP7,2.54168,2.37478,243.065,20.3477,195.584,56.679,7,16.7476
Br6Cs2Dy2,aflow:b659c8ff13c927f7,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/Br3Cs1Dy1_ICSD_300285,127,tP10,2.54195,0.316612,140.014,29.7199,26.224,9.92444,10,4.87671
As4Pd8,aflow:a6000842f9be8632,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/As1Pd2_ICSD_26279,36,oS24,2.54327,1.02986,245.994,34.8717,130.788,32.2073,12,10.1471
Ni4Pd4Te4,aflow:74889fc6c3e0a681,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Ni1Pd1Te1_ICSD_419759,62,oP12,2.54402,1.30691,262.916,34.7191,111.784,37.9144,12,9.64968
As1Pt5Zn1,aflow:5db348e13594ac27,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/As1Pt5Zn1_ICSD_611244,123,tP7,2.54558,2.91769,261.082,20.2505,192.241,65.8464,7,16.8195
Ag2Li1Sn1,aflow:d176291d7c976b5c,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Ag2Li1Sn1_ICSD_151446,225,cF16,2.54649,0.82723,181.88,11.8088,53.0667,17.5022,4,7.38436
Ga2Pt6,aflow:b3cf124c3e219106,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Ga1Pt3_ICSD_635145,140,tI16,2.54978,2.01782,237.033,23.288,209.155,56.0273,8,18.0281
Hg2Ho1,aflow:8e405789ecfe31f7,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Hg2Ho1_ICSD_104298,191,hP3,2.55299,1.92911,170.1,8.86797,67.5175,29.668,3,13.027
Mn1Pt3,aflow:b3e5f44567a29424,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Mn1Pt3_ICSD_104951,221,cP4,2.55389,4.54753,268.063,11.5493,184.489,71.1981,4,17.2218
Ga10Pd2,aflow:80c1a8ca08951698,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Ga5Pd1_ICSD_103908,140,tI24,2.55407,1.07668,266.971,34.7204,68.2104,31.304,12,7.12526
Ag1I1,aflow:382493c94d1059f4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Ag1I1_ICSD_161581,225,cF8,2.55462,0.687118,125.912,5.95528,33.0778,10.1344,2,6.64221
Rh8Sb4,aflow:d0b42c6f6671463c,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Rh2Sb1_ICSD_42960,62,oP12,2.55584,1.8218,285.061,34.4782,171.771,51.3127,12,11.2281
Ag4Na2,aflow:94289761b4a9021a,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Ag2Na1_ICSD_58337,227,cF24,2.55624,0.642048,185.081,17.7137,37.0,15.9328,6,5.96882
Br3Cs1Hg1,aflow:ab9819db1a35de1e,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Br3Cs1Hg1_ICSD_24479,221,cP5,2.55675,0.344431,121.043,14.8986,23.5111,8.11402,5,5.20444
Au2Br6Cs2,aflow:cb9d3a6bb24bd9aa,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Au2Br6Cs2_ICSD_170696,139,tI20,2.55699,0.452325,155.118,29.6573,10.9767,5.60005,10,5.21277
Hg2Y1,aflow:72a284b911cfd4a1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Hg2Y1_ICSD_104368,191,hP3,2.55709,2.15556,184.923,8.84368,65.9158,30.226,3,11.1254
Na4O12Sb4,aflow:281cba5a24b471e7,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Na1O3Sb1_ICSD_98978,62,oP20,2.55792,4.1828,617.11,49.1556,128.284,94.6484,20,5.41977
Au2Ca2In4,aflow:db241509fe7675fc,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/Au1Ca1In2_ICSD_408882,63,oS16,2.55799,1.15196,209.116,23.4798,51.2552,26.9035,8,7.93642
Hg2La1,aflow:294cdeea29cff869,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Hg2La1_ICSD_104306,191,hP3,2.55934,1.39155,153.097,8.89334,54.3486,21.3644,3,10.9648
Cu1Ga1Pt2,aflow:be4da014690a3d11,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/Cu1Ga1Pt2_ICSD_102928,123,tP4,2.5605,3.43674,263.989,11.5639,186.011,58.7807,4,15.3756
Ge3Pt6,aflow:f010e82b0e1bda6c,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Ge1Pt2_ICSD_76141,189,hP9,2.56084,1.12139,203.97,26.4099,175.379,34.6854,9,16.4586
In1P1Pd5,aflow:2a1ee1e12784c93d,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/In1P1Pd5_ICSD_640193,123,tP7,2.56199,2.42942,291.124,20.0845,153.917,51.8608,7,10.2573
Ga1Pt3,aflow:f1c0d23f9135e933,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Ga1Pt3_ICSD_103922,221,cP4,2.562,2.89648,229.946,11.6656,211.667,52.9599,4,18.0612
Hg1Mn1,aflow:6c932b2edf8a85f2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Hg1Mn1_ICSD_104321,221,cP2,2.56338,1.19396,154.016,5.93,60.6556,18.278,2,10.5056
Ge3Pd6,aflow:86f1f463f2829e0e,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Ge1Pd2_ICSD_52052,189,hP9,2.56351,1.28032,251.11,26.1185,155.238,38.0075,9,10.3196
Cr3N1Pt1,aflow:01758f0392712488,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Cr3N1Pt1_ICSD_53142,221,cP5,2.56492,3.6728,343.932,14.1025,115.186,54.0256,5,8.35768
Mn1Pd2Sn1,aflow:59ba3fe3ff6e783a,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Mn1Pd2Sn1_ICSD_104945,225,cF16,2.5653,2.05658,240.908,11.6432,115.972,34.3058,4,9.33451
Co1Ni1,aflow:b9e8c994a3fa14c1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Co1Ni1_ICSD_187983,221,cP2,2.56579,7.35292,388.829,5.54274,151.739,66.2888,2,8.4481
As4Pd20Sb4,aflow:56aa266086fc3805,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/As1Pd5Sb1_ICSD_30009,227,cF112,2.56641,0.202881,168.047,82.7705,137.506,17.2724,28,10.2968
Au6K2Sn6,aflow:e902b528d009aedb,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Au3K1Sn3_ICSD_249645,59,oP14,2.56651,0.297897,141.046,41.5878,45.6248,13.3818,14,9.00047
Pd16S7,aflow:af323b68464f7eb8,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCC/Pd16S7_ICSD_32053,217,cI46,2.56661,0.417194,220.929,67.2592,128.644,24.1884,23,8.69049
Ag2I2,aflow:633450d95f48c396,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/MCL/Ag1I1_ICSD_56557,11,mP4,2.56681,0.481152,130.919,11.9029,33.6648,11.2584,4,6.644
Pb1Pt5Si1,aflow:f929956749d4eea1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/Pb1Pt5Si1_ICSD_648402,123,tP7,2.56733,2.10918,227.952,20.4279,194.88,56.2858,7,17.3708
Ba4Mn4O12,aflow:520fbf59d2c57d48,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Ba1Mn1O3_ICSD_23874,194,hP20,2.56814,2.63685,485.858,53.0162,109.158,68.8823,20,5.92248
Er1Hg2,aflow:01f4a70d35a43898,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Er1Hg2_ICSD_103246,191,hP3,2.56895,1.9066,169.928,8.86839,67.7116,29.7832,3,13.184
Pt3V1,aflow:070d1a4de1bb3fe4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Pt3V1_ICSD_105841,221,cP4,2.56987,6.02183,297.056,11.4477,223.35,99.0821,4,17.521
Cu1Pd1,aflow:eaca4c0a310db6de,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Cu1Pd1_ICSD_181913,221,cP2,2.57211,3.88647,273.941,5.76863,137.239,40.8473,2,10.2968
C1Pb1Pd3,aflow:e6f0d81549f39c4e,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/C1Pb1Pd3_ICSD_108178,221,cP5,2.57268,1.46263,221.029,14.6212,139.322,31.9704,5,11.397
Cd1P1Pd5,aflow:68888be8e3ce7f19,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/Cd1P1Pd5_ICSD_620223,123,tP7,2.57365,1.9373,271.038,20.2064,148.177,44.6939,7,10.2293
In1Pd3,aflow:121e31d00889e2d8,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/In1Pd3_ICSD_247194,139,tI8,2.57396,2.57066,252.061,11.6078,142.07,42.9481,4,11.1256
Au2Sn2,aflow:faa802d7779d1e57,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Au1Sn1_ICSD_56262,194,hP4,2.57494,0.627925,132.95,11.8922,68.8832,15.5035,4,10.8216
As1Cd1Pt5,aflow:09ce06dcdb3ef9e0,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/As1Cd1Pt5_ICSD_609975,123,tP7,2.57511,2.28711,238.03,20.3763,182.313,56.2765,7,16.6785
Pt8V1,aflow:1ace57109680199f,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Pt8V1_ICSD_180978,139,tI18,2.57514,2.45724,254.024,26.081,217.743,63.5459,9,19.4734
N2V2,aflow:c3c088031652f898,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/N1V1_ICSD_169821,194,hP4,2.57649,18.5801,772.895,8.79916,222.898,163.442,4,5.73598
Hg1P1Pt5,aflow:23b268f7cc52c26b,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/Hg1P1Pt5_ICSD_639129,123,tP7,2.57734,1.87905,221.036,20.4624,194.466,49.3886,7,17.7975
Rh2Sn4,aflow:62eac962ca4e3508,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Rh1Sn2_ICSD_105930,140,tI12,2.57784,2.05974,245.884,17.435,103.54,38.7157,6,9.08421
Cs3In9,aflow:006fb71322057339,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Cs1In3_ICSD_102867,119,tI24,2.57809,0.36912,148.99,35.6387,21.6987,13.0319,12,5.37904
Cl6K2Mn1,aflow:7c7735b7d15de4be,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Cl6K2Mn1_ICSD_9679,225,cF36,2.57825,0.739844,265.661,26.1166,11.9556,6.5614,9,2.34761
Li1Pb1Pd2,aflow:d5826e5e5181d54c,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Li1Pb1Pd2_ICSD_104767,225,cF16,2.57831,0.57286,153.022,11.8582,88.0444,15.127,4,10.4441
Ba1Cu3O4,aflow:b6f7fe78e3bdd220,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/Ba1Cu3O4_ICSD_83079,65,oS16,2.57834,3.57166,431.178,21.7593,79.1342,39.0946,8,5.26864
Cl6Mn1Rb2,aflow:3f12ba2c85547573,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Cl6Mn1Rb2_ICSD_9347,225,cF36,2.57863,0.669902,235.912,26.3125,10.4667,5.96607,9,2.7755
Cd1Pt1,aflow:685ad71b4f7bc14f,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/Cd1Pt1_ICSD_102052,123,tP2,2.57915,4.70489,233.929,5.82923,137.23,50.1453,2,14.7176
In1Pt3,aflow:d9f193b3d3226bcf,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/In1Pt3_ICSD_56260,221,cP4,2.57928,2.52295,214.034,11.7107,197.011,49.1811,4,17.9387
C8U4W4,aflow:62deadd1ead9571c,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/C2U1W1_ICSD_619032,62,oP16,2.58214,2.18577,325.881,45.3685,164.657,62.6914,16,12.3724
In8Pt12,aflow:97cc277ef2ea6047,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/In2Pt3_ICSD_59498,194,hP20,2.58417,1.49349,258.898,57.8932,130.002,57.3753,20,14.3183
Hg1Te1,aflow:180a54bb2831d9c4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Hg1Te1_ICSD_31842,225,cF8,2.58451,1.0645,131.972,5.94824,47.8611,14.6145,2,9.43692
Ag2In1Li1,aflow:a19cdea5f11fd86f,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Ag2In1Li1_ICSD_171472,225,cF16,2.58499,0.62658,169.103,11.8373,52.9,14.8995,4,7.54744
Au16Hf4,aflow:cdee195b951f5d51,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Au4Hf1_ICSD_611961,62,oP20,2.58548,0.666121,187.915,58.8925,142.286,40.7912,20,17.8609
P1Pt5Tl1,aflow:c81fcb94fcb38f71,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/P1Pt5Tl1_ICSD_647975,123,tP7,2.5871,1.90176,221.996,20.4546,191.188,50.4164,7,17.681
Ir6Sn14,aflow:4ceca54b4cd72f88,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCC/Ir3Sn7_ICSD_150762,229,cI40,2.58887,1.33327,257.975,57.9331,101.928,50.4401,20,10.6308
Rh6Te4,aflow:ac4e74a3008e70c6,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/Rh3Te2_ICSD_650451,63,oS20,2.5889,2.197,287.055,28.7116,142.167,53.0537,10,10.2456
Pd4Sn4,aflow:b2082697dd593904,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Pd1Sn1_ICSD_109415,62,oP8,2.59006,1.23528,222.897,23.3843,84.5793,27.0427,8,9.20956
Cu2Fe4Ge4,aflow:b5126b466d301f8c,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Cu1Fe2Ge2_ICSD_62330,51,oP10,2.5916,3.93539,437.212,27.1385,154.831,85.9083,10,8.20908
Ag1P1Pt5,aflow:c617361aadf1a089,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/Ag1P1Pt5_ICSD_605633,123,tP7,2.59192,1.58553,216.026,20.4849,194.622,44.2714,7,16.9141
I1K1O3,aflow:2b14842c370cdf6d,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/I1K1O3_ICSD_28545,221,cP5,2.5939,4.97774,457.167,13.4454,112.767,59.5178,5,4.79478
Au24Na8Si8,aflow:dcede1e0946e9e49,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Au3Na1Si1_ICSD_16462,205,cP40,2.59405,0.307479,194.136,117.714,66.1058,23.2029,40,11.381
Hg1Ti1,aflow:f8052337f5c88b0c,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/Hg1Ti1_ICSD_104355,123,tP2,2.59574,4.04016,235.995,5.83047,65.945,32.3061,2,10.2553
Au16Zr4,aflow:115eb92b97906ada,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Au4Zr1_ICSD_58631,62,oP20,2.59578,0.663948,194.096,58.8219,136.318,39.8581,20,16.0028
As1Cd1Pd5,aflow:e463ab212208604a,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/As1Cd1Pd5_ICSD_609974,123,tP7,2.59842,1.64888,251.925,20.3112,150.695,44.8511,7,10.4226
Mn4O14Tl4,aflow:9aa441c460318dd7,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Mn2O7Tl2_ICSD_56515,227,cF88,2.59867,1.85878,426.959,59.9773,155.878,73.5629,22,8.15424
Ga3Pt2,aflow:1e9084a4ea1bde75,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Ga3Pt2_ICSD_103926,164,hP5,2.59984,1.85892,231.034,14.587,134.715,40.3165,5,11.9127
In4Pd8,aflow:6531b52d0780226d,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/In1Pd2_ICSD_417907,62,oP12,2.60125,0.839424,222.028,35.0869,130.797,32.5684,12,10.8305
Li1Pd2Tl1,aflow:1c331e13da810623,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Li1Pd2Tl1_ICSD_54365,139,tI8,2.60152,1.6241,218.862,11.7109,92.5614,32.3919,4,10.6524
Pd8Sb4,aflow:678eda33d65313ef,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/Pd2Sb1_ICSD_77889,36,oS24,2.60327,1.21501,248.034,34.8582,125.486,39.6599,12,10.457
Bi4Pd10,aflow:b6d5aa3dc9749a06,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/MCLC/Bi2Pd5_ICSD_58840,12,mS28,2.60484,0.624915,192.03,41.2041,115.342,28.3782,14,12.3436
In2Pd6,aflow:8d4a31e7169e2811,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/In1Pd3_ICSD_247188,139,tI16,2.60702,1.89354,268.018,23.1112,143.126,49.1821,8,11.1319
Cd33Th3,aflow:fcb314cc96c5bf5a,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Cd11Th1_ICSD_620560,221,cP36,2.60818,0.384384,202.837,105.777,60.6167,30.1493,36,8.78972
Ag1P1Pd5,aflow:92282260eb315f3d,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/Ag1P1Pd5_ICSD_605631,123,tP7,2.61026,1.64219,259.916,20.2667,143.289,40.3004,7,10.2554
P1Pt5Sn1,aflow:61f6f16fe122ddf4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/P1Pt5Sn1_ICSD_647972,123,tP7,2.61035,1.38276,206.037,20.5294,189.634,39.5364,7,16.4842
Au1Ga2,aflow:ad6f64d685ae95e7,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Au1Ga2_ICSD_150958,225,cF12,2.6105,0.763058,153.916,8.89483,69.3167,16.3916,3,9.44453
In3U1,aflow:89046aa43a11c6ce,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/In3U1_ICSD_59565,221,cP4,2.61065,2.01203,202.101,11.7543,59.4889,33.5232,4,9.40597
Fe2Rh4S8,aflow:d344733c9e2e5850,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Fe1Rh2S4_ICSD_174045,227,cF56,2.61108,2.09748,388.121,38.8068,107.511,48.4032,14,5.10972
Hg1Ni1,aflow:596b0d9e285bb414,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/Hg1Ni1_ICSD_100029,123,tP2,2.61264,1.28034,163.948,5.91746,169.501,30.332,2,13.9213
In14Pt6,aflow:8a1da7176ed9dde9,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCC/In7Pt3_ICSD_59500,229,cI40,2.61545,0.873517,226.897,58.4104,93.1056,41.9699,20,10.6874
In2Pt1,aflow:56df4b5282549a79,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/In2Pt1_ICSD_56259,225,cF12,2.61698,1.35613,170.987,8.86503,94.9556,23.0445,3,10.6812
Al3B6Ni20,aflow:953f9f699e2cf489,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Al3B6Ni20_ICSD_408417,225,cF116,2.61718,1.45764,463.054,77.7394,192.817,81.1813,29,7.59506
Au4Bi2,aflow:0aac11f148bc088b,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Au2Bi1_ICSD_52284,227,cF24,2.6183,0.848172,152.063,17.7856,96.0722,26.5625,6,15.3084
Pt7Sb1,aflow:b6d3d8ef3f601fcc,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Pt7Sb1_ICSD_54340,225,cF32,2.61946,0.813297,169.942,23.6314,218.294,32.6533,8,19.3969
Au1Zn1,aflow:932366769d6016ef,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Au1Zn1_ICSD_108022,221,cP2,2.62025,1.36482,167.029,5.91553,111.0,23.0968,2,13.9304
Ba8Si46,aflow:b7b2d144fc5e6d89,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Ba8Si46_ICSD_153685,223,cP54,2.62179,0.681803,384.288,150.075,72.9111,37.0118,54,3.53505
Pd6S2,aflow:4a4228d881bd6511,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/Pd3S1_ICSD_24347,63,oS16,2.62323,1.94285,292.079,22.9508,105.435,36.3759,8,9.16937
As1Pt5Tl1,aflow:82346e4b792b816d,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/As1Pt5Tl1_ICSD_611241,123,tP7,2.62371,2.12786,229.036,20.4208,163.105,50.7645,7,17.6839
Ca4Mn4O12,aflow:58bd8f8745fa8925,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Ca1Mn1O2.98_ICSD_153239,62,oP20,2.62572,3.30019,647.179,48.1917,145.005,92.2197,20,4.34883
Cd33La3,aflow:d71692d1991ba185,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Cd11La1_ICSD_620068,221,cP36,2.62653,0.321074,196.061,105.964,55.2111,27.198,36,8.13413
Cd1Pd1,aflow:108d4b907ff03a21,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/Cd1Pd1_ICSD_102043,123,tP2,2.62733,3.31255,235.847,5.82892,110.347,38.0164,2,10.5192
Au1Li2Tl1,aflow:26a5e98fb6349d60,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Au1Li2Tl1_ICSD_58534,216,cF16,2.62879,0.34524,130.955,11.9077,42.6333,10.3824,4,9.24384
Hg6Y2,aflow:df470b37da361912,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Hg3Y1_ICSD_639298,194,hP8,2.63095,0.469715,138.985,23.7709,61.9957,17.924,8,11.9299
C2Cr4Ga2,aflow:2153adae28226399,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/C1Cr2Ga1_ICSD_419116,194,hP8,2.6325,4.27086,480.017,21.2735,104.816,63.3691,8,5.8299
Ag1Ga1,aflow:7ce7192fd654501b,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Ag1Ga1_ICSD_104466,221,cP2,2.63599,0.881464,161.811,5.92472,55.2944,14.2609,2,8.00744
Pt1Sn2,aflow:ca9cdc800c9391c4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Pt1Sn2_ICSD_105791,225,cF12,2.63805,1.41719,172.03,8.8623,88.2611,22.9661,3,9.98023
