compound,auid,aurl,spacegroup_relax,Pearson_symbol_relax,agl_gruneisen,agl_thermal_conductivity_300K,agl_debye,agl_heat_capacity_Cv_300K,ael_bulk_modulus_vrh,ael_shear_modulus_vrh,natoms,density
B8Ir4V8,aflow:fb5164a88452168d,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/B2Ir1V2_ICSD_601555,58,oP20,1.98137,9.9933,590.963,49.8385,284.058,159.556,20,10.111
Mg4O8Si2,aflow:5919341cd70d27f4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Mg2O4Si1_ICSD_161023,227,cF56,1.98158,13.9388,898.982,27.7735,174.122,116.855,14,3.45181
Nb6S12Sn2,aflow:bc25f5bb8b8ba718,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Nb1S2Sn0.333_ICSD_83038,193,hP20,1.9816,5.53349,456.951,53.664,63.024,41.643,20,4.48192
Ca3N1Tl1,aflow:f522b307de926651,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Ca3N1Tl1_ICSD_411448,221,cP5,1.9816,4.5628,297.081,14.32,47.9222,33.7599,5,4.62664
O24Y16,aflow:56a5685625df79fb,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/OY_sv/A2B3_cI80_206_ad_e-001.BA,206,cI80,1.98193,2.62798,473.036,106.517,137.946,62.0011,40,4.89405
Ir6Zr10,aflow:c3388a7e220407ff,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Ir3Zr5_ICSD_641203,193,hP16,1.98232,2.18011,248.982,46.4091,162.688,44.1844,16,11.066
O8Zn4,aflow:371e17f543ef4d20,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/O2Zn1_ICSD_60763,205,cP12,1.98233,6.29213,569.997,30.3242,147.727,77.3245,12,5.72001
Er4Hf4O14,aflow:bc78f78037a30785,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Er2Hf2O7_ICSD_162006,227,cF88,1.9824,5.98782,472.974,58.5704,172.767,97.5229,22,9.33528
O24Y16,aflow:a4c5261944e5f507,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCC/O3Y2_ICSD_41267,206,cI80,1.98251,2.65982,474.909,106.391,137.576,62.511,40,4.89339
O24Y16,aflow:d4d11970ae4cf3d4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCC/O3Y2_ICSD_27772,206,cI80,1.98263,2.64266,473.927,106.457,137.853,62.2962,40,4.89501
N1Ta1,aflow:0fbd269336705895,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/N1Ta1_ICSD_183426,221,cP2,1.98265,48.3542,517.025,5.20039,302.006,186.073,2,15.2236
Ge1Mg2,aflow:c3369be780358d85,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Ge1Mg2_ICSD_150954,225,cF12,1.98272,10.8709,424.975,8.1854,50.6722,43.7212,3,3.06845
As4Ca4Cd2,aflow:38e039bd686640f6,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/As2Ca2Cd1_ICSD_422579,36,oS20,1.98275,2.78753,291.064,28.6977,41.9188,26.5522,10,4.40613
Au4Ho10Sb2,aflow:ae413833f5129114,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Au2Ho5Sb1_ICSD_156953,140,tI32,1.98283,0.942801,166.971,47.2876,66.4769,22.5926,16,10.6544
H8W4,aflow:f23d162b7bc02b36,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/H2W1_ICSD_247591,62,oP12,1.98299,3.60283,394.127,33.15,227.974,72.8303,12,14.5093
Dy4O14Ti4,aflow:55b9faf4733959de,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Dy2O7Ti2_ICSD_188553,227,cF88,1.98306,6.58296,563.873,55.7506,185.922,102.479,22,6.62585
Hf4Re8,aflow:ad41a3c8cb8e3655,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Hf1Re2_ICSD_150512,194,hP12,1.98359,3.24299,239.97,34.8864,262.681,61.2621,12,17.4773
Tb4Tl2,aflow:53ec4de84a1660a4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Tb2Tl1_ICSD_106132,194,hP6,1.98371,1.74216,160.926,17.7542,53.4468,22.8225,6,10.0563
Gd4Hf4O14,aflow:5f18888e5af5d54c,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Gd2Hf2O7_ICSD_236213,227,cF88,1.98394,5.86906,472.1,58.5894,168.0,94.9153,22,8.75272
C2S2Zr4,aflow:b21cd52623381cdc,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/C1S1Zr2_ICSD_162460,194,hP8,1.98423,17.7584,579.073,20.0917,164.0,113.178,8,6.00599
Si2Sn6Zr10,aflow:398e51f3552c24b1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Si1Sn3Zr5_ICSD_656294,193,hP18,1.98435,5.08217,373.043,50.1189,108.74,70.9438,18,7.13186
B1Tc1,aflow:1ded95025c9807bc,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/B1Tc1_ICSD_168895,187,hP2,1.98438,56.7175,661.081,4.76758,299.91,170.909,2,8.59625
Hf2Si4,aflow:0403be53d36aa9ba,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/Hf1Si2_ICSD_16697,63,oS12,1.98471,13.8866,446.898,16.1727,130.464,93.691,6,7.92023
Hf4Ho4O14,aflow:2abe19acdd8fcd02,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Hf2Ho2O7_ICSD_162005,227,cF88,1.98485,5.91332,471.953,58.5868,171.933,96.6444,22,9.21326
C1Pb1Y3,aflow:852a2ce545d87e53,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/C1Pb1Y3_ICSD_56408,221,cP5,1.98494,11.828,362.99,13.9816,43.0611,39.6654,5,6.74521
Al9Er3Ni6,aflow:c79394e4f67f0a4d,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Al3Er1Ni2_ICSD_55529,191,hP18,1.98511,4.43042,426.044,49.0247,116.167,70.9294,18,6.4805
Al4S8Zn2,aflow:5d05db91de9efc4b,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Al2S4Zn1_ICSD_15377,227,cF56,1.98513,4.51413,477.991,37.2062,85.15,46.6202,14,3.24523
O3Rb1U1,aflow:07af92e96c815589,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/O3Rb1U1_ICSD_99548,221,cP5,1.98516,10.1735,391.977,13.8129,131.728,69.0141,5,7.22327
La6Sb10Zr2,aflow:e68873fd5f6ddc9a,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/La3Sb5Zr1_ICSD_83905,193,hP18,1.98532,1.81291,233.003,52.4604,60.6788,31.1682,18,7.0717
La4Rh4Si4,aflow:57c328e0ed12235c,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/La1Rh1Si1_ICSD_641749,198,cP12,1.98534,1.24861,216.015,35.1113,95.4146,20.3158,12,6.8348
Sb6Sr10,aflow:5c6b84f5e53d12c2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Sb3Sr5_ICSD_42120,193,hP16,1.98535,1.29694,212.057,46.8844,30.1386,19.9125,16,4.48768
O14Tb4Ti4,aflow:4dc4576f6ea86fac,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/O7Tb2Ti2_ICSD_151747,227,cF88,1.98553,6.63451,567.945,55.6052,184.839,102.449,22,6.48621
Dy1In3,aflow:855159934dbf83fa,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Dy1In3_ICSD_103202,221,cP4,1.98554,2.72553,192.937,11.7673,62.9056,28.4422,4,8.52147
Re3Si3Zr3,aflow:bb14b1f838196e49,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Re1Si1Zr1_ICSD_650139,189,hP9,1.98579,14.296,452.979,24.1758,206.361,126.965,9,10.3832
Au4Bi2Tb10,aflow:79dafc124c41df13,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Au2Bi1Tb5_ICSD_156956,140,tI32,1.98584,0.843526,157.991,47.3625,61.4225,20.7846,16,10.5979
Sb6Y8,aflow:9d284b0e2cc08045,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCC/Sb3Y4_ICSD_651736,220,cI28,1.98601,2.08844,247.042,40.6506,65.7944,31.6087,14,6.11867
Ir6Th14,aflow:69f1d3a5859197df,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Ir3Th7_ICSD_150670,186,hP20,1.9861,1.34903,177.986,58.9827,86.0959,28.869,20,12.145
As1Br3Ca3,aflow:490b50d631861556,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/As1Br3Ca3_ICSD_426,221,cP7,1.98612,2.54234,265.154,20.2459,34.4278,22.4937,7,3.40712
C2Ga2Nb4,aflow:382cb76ea706d801,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/C1Ga1Nb2_ICSD_167969,194,hP8,1.98613,16.5547,539.033,20.5594,180.015,109.923,8,7.5446
Ba4S12Zr4,aflow:85d0b50d191cbaaf,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Ba1S3Zr1_ICSD_165977,62,oP20,1.98628,2.19048,319.975,56.7975,70.0303,33.6958,20,4.22263
N4Ni8Ta16,aflow:05d40d048cd26a94,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/N1Ni2Ta4_ICSD_644599,227,cF112,1.98652,4.82,387.94,77.4443,230.322,112.971,28,14.2963
Bi1Rb3,aflow:fb1260e490372a33,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Bi1Rb3_ICSD_58849,225,cF16,1.98661,0.347701,93.0989,11.9543,9.93889,4.28653,4,4.06906
O14Ti4Y4,aflow:8673f401144ed031,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/O7Ti2Y2_ICSD_14242,227,cF88,1.98672,7.51764,657.042,52.593,182.45,100.536,22,4.76875
Dy1N1,aflow:8f3e0c3e671cf4a9,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Dy1N1_ICSD_106594,225,cF8,1.98677,34.9622,463.066,5.34961,162.617,122.739,2,9.89484
B2Sn6Zr10,aflow:fbe220c7bae326da,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/B1Sn3Zr5_ICSD_656289,193,hP18,1.98678,5.64874,391.013,49.7556,107.659,72.9075,18,7.23774
O8Si4,aflow:ef608315232ac5d9,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCI/O2Si1_ICSD_75664,24,oI24,1.98702,16.0347,884.915,24.0995,50.1406,31.6919,12,2.58341
Al1Li1Si1,aflow:c854f04be2146c1c,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Al1Li1Si1_ICSD_152086,216,cF12,1.98703,17.4072,637.81,7.27276,62.9167,55.4704,3,1.96564
In3Y1,aflow:bdf0281f8f192f1f,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/In3Y1_ICSD_59568,221,cP4,1.98705,2.71196,203.061,11.7422,60.1944,26.1817,4,7.22282
Al36Mg6Ta4,aflow:f38baf7964a868fe,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Al18Mg3Ta2_ICSD_608444,227,cF184,1.98719,2.00317,457.179,123.538,84.9278,50.6731,46,3.72529
Al1Hf1Ni2,aflow:c20eee5b3bd9d78c,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Al1Hf1Ni2_ICSD_57901,225,cF16,1.98735,3.56834,262.04,11.5661,163.178,35.7486,4,9.7077
Ho16O24,aflow:cca0470a5e85e41d,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCC/Ho2O3_ICSD_41268,206,cI80,1.98742,2.1579,374.928,111.272,144.876,65.4598,40,8.40769
Au4Bi2Dy10,aflow:3660298184761e7a,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Au2Bi1Dy5_ICSD_156957,140,tI32,1.98745,0.801565,154.975,47.387,61.8313,19.9875,16,10.8421
Hf1O2,aflow:fa3bd3969b846c2b,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Hf1O2_ICSD_173967,225,cF12,1.98761,21.8378,483.947,7.93954,252.028,115.082,3,10.6975
Ag4Ba4,aflow:d01371eb46ecbd32,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Ag1Ba1_ICSD_260623,62,oP8,1.98777,0.713274,139.015,23.7718,20.2538,10.9346,8,5.43203
Dy4Hf4O14,aflow:213fbef41f8612df,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Dy2Hf2O7_ICSD_162004,227,cF88,1.988,5.90862,473.059,58.5683,173.039,97.2411,22,9.10692
O2Tb2Te1,aflow:64014758907b8038,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/O2Tb2Te1_ICSD_89564,139,tI10,1.98815,6.81717,311.045,14.2427,80.5768,39.9971,5,8.07459
Cs4Pt2,aflow:b7504c8961c16f13,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Cs2Pt1_ICSD_413241,194,hP6,1.98818,0.300135,89.9892,17.9312,13.2204,5.35598,6,6.4242
Pb1Se1,aflow:37d22335d6f94c61,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Pb1Se1_ICSD_77870,221,cP2,1.98822,0.951503,110.956,5.96113,50.8611,9.30123,2,8.83023
Al12Tc2,aflow:102d5118cbe68e9c,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/Al6Tc1_ICSD_58177,63,oS28,1.98823,7.34628,559.833,35.5711,107.935,71.1338,14,3.81556
Ba6S10Ti2,aflow:9622542b97edf80c,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Ba3S5Ti1_ICSD_203087,140,tI36,1.98832,1.90489,289.119,51.6576,37.6904,21.4368,18,3.99882
Bi2Cu1Zr6,aflow:30968b247fe9a71a,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Bi2Cu1Zr6_ICSD_182405,189,hP9,1.98841,4.835,292.956,25.7809,98.6665,50.1337,9,8.29156
Nb1S4Tl3,aflow:041fadd7a0df172d,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCC/Nb1S4Tl3_ICSD_600246,217,cI16,1.98854,2.40303,225.946,23.3667,,,8,5.78455
Hf4Ni4Si4,aflow:1cf3b22614484c91,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Hf1Ni1Si1_ICSD_638723,62,oP12,1.98866,7.97061,421.93,32.7189,173.108,102.232,12,10.0749
Al4Yb2,aflow:0d4deea08191ff0d,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Al2Yb1_ICSD_58222,227,cF24,1.9888,6.13651,335.002,16.9694,49.0111,43.146,6,5.93055
Hf4O14Y4,aflow:868f500a39cc59bb,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Hf2O7Y2_ICSD_153819,227,cF88,1.98906,6.43897,521.062,57.1132,169.083,95.3711,22,7.36826
S8Zn8,aflow:f6eb1af6edc316e2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/S1Zn1_ICSD_107134,156,hP16,1.98919,2.20024,346.113,45.0673,70.9915,34.8387,16,4.17208
N3Ta3,aflow:5ec807672f6d429c,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/N1Ta1_ICSD_1396,189,hP6,1.98921,24.6641,523.052,15.5521,298.541,179.687,6,13.7634
Nb6Sb2,aflow:2a77fe15be59f7f8,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Nb3Sb1_ICSD_645347,223,cP8,1.98925,9.169,377.02,22.2266,166.022,80.7255,8,8.80787
Ag3Dy3Mg3,aflow:4431de142c78bdfd,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Ag1Dy1Mg1_ICSD_657937,189,hP9,1.98933,0.688105,160.017,26.6412,56.2255,13.7627,9,6.85623
Ge1Th1,aflow:a00160fc5a955500,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Ge1Th1_ICSD_44502,225,cF8,1.98944,9.95447,236.057,5.82274,86.7611,42.4883,2,8.71018
N4Nb16Ni8,aflow:1f902d0c90930a2a,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/N1Nb4Ni2_ICSD_644564,227,cF112,1.98964,5.45131,483.024,74.1252,217.983,105.439,28,8.44791
As4La4Te4,aflow:2f585e73be12e2e6,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/As1La1Te1_ICSD_280231,62,oP12,1.98965,2.74677,252.021,34.8027,57.8135,34.8096,12,6.47064
C1Na4O4,aflow:9ff6e80371443b80,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/C1Na4O4_ICSD_245408,121,tI18,1.98965,2.32809,439.919,24.3925,46.7906,14.6118,9,2.09391
Fe2Si2Tb2,aflow:2b2c6f1ae0079448,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/Fe1Si1Tb1_ICSD_656913,129,tP6,1.98969,8.52781,372.922,16.7081,99.5431,55.3923,6,7.59217
S8Zn8,aflow:4d585c73685bc9b2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/S1Zn1_ICSD_15478,186,hP16,1.98978,2.31504,352.125,44.9632,70.7431,36.0505,16,4.17301
B8Nb7Ru6,aflow:9b20bb8c04dd7312,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/B8Nb7Ru6_ICSD_263041,175,hP21,1.9899,11.9008,622.906,51.295,273.634,168.042,21,8.93163
Ca3O1Sn1,aflow:947b9e40b4c130be,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Ca3O1Sn1_ICSD_100787,221,cP5,1.98994,7.7961,393.863,13.8203,54.5889,45.476,5,3.69661
Al6Ca6Si6,aflow:92fd0d9d27e7cc56,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Al1Ca1Si1_ICSD_155193,186,hP18,1.99001,3.69663,480.143,47.7968,56.7437,38.7336,18,2.36273
Ca1O3Ti1,aflow:acc2c58523ee6cb1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Ca1O3Ti1_ICSD_153174,221,cP5,1.99003,21.6331,733.176,11.3295,170.978,102.919,5,3.74852
Ca2O2,aflow:183e65e769b16a0a,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Ca1O1_ICSD_161831,194,hP4,1.99004,6.46607,445.101,10.8047,85.7291,34.111,4,2.77483
Al1Re1,aflow:ffb0e8968a4b8d8c,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Al1Re1_ICSD_58146,221,cP2,1.9901,9.0019,277.988,5.75522,220.767,51.2276,2,12.2903
Nb10P2Si6,aflow:d5aca1c46711cc60,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Nb5P1Si3_ICSD_165098,193,hP18,1.99012,5.89999,459.955,48.2005,178.501,79.2017,18,6.69011
S2Zn2,aflow:1519552b06d58dba,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/S1Zn1_ICSD_184810,186,hP4,1.99019,5.45186,344.132,11.2749,71.1901,34.5538,4,4.16887
S10Zn10,aflow:90bea603c3d49341,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/S1Zn1_ICSD_15477,186,hP20,1.99024,1.94311,349.144,56.272,71.4112,35.6595,20,4.17372
Bi2Er10Pt4,aflow:5a58189fe4d0f2e6,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Bi1Er5Pt2_ICSD_107217,140,tI32,1.99035,0.939181,163.953,47.3117,68.7017,21.2643,16,11.7512
Rh1Zr1,aflow:90e8a1a980d4201c,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Rh1Zr1_ICSD_105980,221,cP2,1.99039,2.27039,177.005,5.89935,166.744,17.1067,2,9.07787
O4S4Zr4,aflow:0a808a45fc88ed87,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/O1S1Zr1_ICSD_31721,198,cP12,1.99064,5.46648,457.086,32.1895,130.809,50.5992,12,4.81625
Ge4La4,aflow:10092caf54890c0d,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Ge1La1_ICSD_108512,62,oP8,1.99082,4.11553,271.994,23.0734,64.6282,40.3282,8,6.39686
Re8Sc4,aflow:1c0045eff83689ed,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Re2Sc1_ICSD_650085,194,hP12,1.99103,4.64636,297.015,34.3178,221.147,71.3894,12,13.0188
O8Si2Zn4,aflow:0d5795f8d88e5745,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/O4Si1Zn2_ICSD_161024,227,cF56,1.99104,6.99851,616.786,34.3471,192.256,87.1675,14,5.57611
Al14Th4,aflow:078d522f37517545,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Al7Th2_ICSD_58186,55,oP18,1.99122,3.38768,356.015,50.4689,85.2668,51.403,18,5.64725
Ge4Sc2,aflow:82044007140e5379,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/Ge2Sc1_ICSD_637830,63,oS12,1.99134,6.85761,372.946,16.7168,77.4528,50.9662,6,5.47608
Ho1N1,aflow:427343e52e422912,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Ho1N1_ICSD_169207,225,cF8,1.99138,36.4121,468.949,5.33368,166.433,129.03,2,10.2306
S4Zn4,aflow:14aa41d24adc19f3,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/S1Zn1_ICSD_76896,186,hP8,1.99195,3.51418,347.013,22.5182,71.4365,35.4667,8,4.17172
Na6P2,aflow:ef00d5055a972435,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Na3P1_ICSD_171012,194,hP8,1.99206,1.58704,325.146,22.7679,26.701,16.4395,8,1.7921
La3Tl1,aflow:77a7720c79a26934,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/La3Tl1_ICSD_104732,221,cP4,1.99213,0.817017,116.973,11.9139,38.2833,10.016,4,7.62725
C2Pb2Ti4,aflow:b3690417bc7a71d7,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/C1Pb1Ti2_ICSD_42926,194,hP8,1.99216,9.22084,416.07,21.8723,114.138,69.6375,8,7.97526
Ho1In3,aflow:a69b8bddddf76762,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Ho1In3_ICSD_104411,221,cP4,1.99218,2.63072,191.064,11.7724,63.5889,28.2501,4,8.61883
S6Zn6,aflow:01f91f60cd246632,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/S1Zn1_ICSD_42798,186,hP12,1.99227,2.72643,348.987,33.7571,71.0643,35.613,12,4.17313
Re3Si3Ti3,aflow:1cdb1d4965d0158c,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Re1Si1Ti1_ICSD_650125,189,hP9,1.99242,14.4911,484.924,23.8022,217.455,129.608,9,9.78238
Mn2Se6Th2,aflow:4d7c8c08e42f2c50,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/Mn1Se3Th1_ICSD_99582,63,oS20,1.99258,2.56696,247.055,29.0384,66.3544,29.2354,10,6.77627
Rh1Tb1,aflow:d870e9cabb74da98,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Rh1Tb1_ICSD_105942,221,cP2,1.99264,6.20747,221.031,5.8441,112.15,36.484,2,10.8052
Al36Mg6V4,aflow:c2bc4c61bf28b1b2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Al18Mg3V2_ICSD_608447,227,cF184,1.99266,2.43746,548.999,117.657,84.8667,54.8405,46,2.81581
Re8Sc4,aflow:fcf6e3f7975df32a,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Re2Sc1_ICSD_105890,194,hP12,1.99278,4.59076,295.999,34.331,222.312,71.1585,12,13.0186
Al1F3,aflow:24f1327f80e631d8,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Al1F3_ICSD_130021,221,cP4,1.99283,17.2537,705.302,9.25413,124.739,76.3058,4,2.89373
C2Cs2Pt1,aflow:76e523ddd6535395,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/C2Cs2Pt1_ICSD_94397,164,hP5,1.99299,2.43896,209.966,14.6558,33.801,15.0041,5,5.39921
N1Nd1,aflow:b14246c37faa2516,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/N1Nd1_ICSD_169200,225,cF8,1.99304,21.1341,400.048,5.50728,156.639,88.3516,2,7.57048
Al4Ba1,aflow:089db02d79e92ef6,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Al4Ba1_ICSD_57513,139,tI10,1.99326,4.98715,343.142,14.0996,50.9005,31.3634,5,3.43177
N4Ta2,aflow:47d3f3ddbfe6fd04,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/N2Ta1_ICSD_290431,194,hP6,1.99334,20.1425,552.989,15.2964,277.716,145.385,6,10.7521
Ba1Mg2Si2,aflow:1711607563cbbfd5,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Ba1Mg2Si2_ICSD_25311,139,tI10,1.99344,6.89108,383.179,13.8864,49.7584,40.5821,5,3.3481
N1Sb1Sr3,aflow:d80cdbcb68b4082e,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/N1Sb1Sr3_ICSD_152052,221,cP5,1.99347,5.80746,301.004,14.2992,45.9,38.2214,5,4.66575
C1Y1,aflow:10e56bff43e34aa4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Y1_ICSD_181049,225,cF8,1.99362,19.4086,454.053,5.3743,124.4,64.3648,2,5.06903
N3V6,aflow:b857a0a8990500bb,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/N1V2_ICSD_167802,162,hP9,1.99366,17.0269,696.127,20.9368,257.97,132.471,9,5.9365
Ho16O24,aflow:0dbf333d56d49923,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCC/Ho2O3_ICSD_27773,206,cI80,1.99368,2.16045,375.988,111.256,145.194,65.7443,40,8.41601
In3Tb1,aflow:207d513946780fc2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/In3Tb1_ICSD_59546,221,cP4,1.99368,2.81461,196.024,11.7613,61.8944,28.7289,4,8.41022
Bi1N1Sr3,aflow:2b31f5084ef355c3,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Bi1N1Sr3_ICSD_152053,221,cP5,1.99371,4.97795,267.017,14.4503,43.8222,36.5131,5,5.54748
As4Zr4,aflow:7e1e4fa3243f1866,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/As1Zr1_ICSD_20291,194,hP8,1.99373,7.56445,372.976,22.2755,118.449,64.9747,8,6.66585
Re3Si3Ta3,aflow:e5124c2b0062222f,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Re1Si1Ta1_ICSD_650119,189,hP9,1.99376,10.9058,384.006,24.9375,251.978,119.149,9,14.4008
Hf4Nb4P4,aflow:391e7db424983ea0,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Hf1Nb1P1_ICSD_75009,62,oP12,1.99383,8.50785,406.984,32.9238,180.587,100.707,12,9.87127
