compound,auid,aurl,spacegroup_relax,Pearson_symbol_relax,agl_gruneisen,agl_thermal_conductivity_300K,agl_debye,agl_heat_capacity_Cv_300K,ael_bulk_modulus_vrh,ael_shear_modulus_vrh,natoms,density,poscar_file
Ba2F8Pd2,aflow:df9eaef452433268,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Ba1F4Pd1_ICSD_108991,140,tI24,2.32754,0.869524,261.106,34.7667,52.977,16.8141,12,4.85948,aflow_df9eaef452433268.poscar
Cs2Cu2F8,aflow:280f3db106d08a6b,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Cs1Cu1F4_ICSD_35264,140,tI24,2.32794,0.756474,258.824,34.8042,18.985,7.27286,12,3.67806,aflow_280f3db106d08a6b.poscar
Cd3I6,aflow:08c7d01b1f919c8e,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Cd1I2_ICSD_42207,156,hP9,2.32923,0.625531,153.041,26.6871,10.5503,5.03448,9,5.22248,aflow_08c7d01b1f919c8e.poscar
Mn1Pd1Te1,aflow:f73da054af2b5cd8,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Mn1Pd1Te1_ICSD_40908,216,cF12,2.32941,1.56982,188.072,8.83497,81.7111,19.2483,3,7.37625,aflow_f73da054af2b5cd8.poscar
Pd4Se8,aflow:501c9d3b63d2b5fb,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Pd1Se2_ICSD_166277,61,oP12,2.33249,2.16554,291.033,34.4289,28.2849,15.7759,12,6.19998,aflow_501c9d3b63d2b5fb.poscar
Hg1O2Rb2,aflow:62d74a601aac5fea,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Hg1O2Rb2_ICSD_25514,139,tI10,2.33455,1.33742,207.833,14.6786,23.0911,11.6,5,5.14954,aflow_62d74a601aac5fea.poscar
Ag4K4O4,aflow:6c79ab532bba1db3,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Ag1K1O1_ICSD_24818,139,tI24,2.33473,0.691056,233.823,35.0415,28.0623,12.2646,12,3.86428,aflow_6c79ab532bba1db3.poscar
Au1Cu4Tb1,aflow:a00cc200e41cf085,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Au1Cu4Tb1_ICSD_611769,216,cF24,2.33624,0.535983,157.039,17.771,110.233,15.8928,6,11.0842,aflow_a00cc200e41cf085.poscar
I1Rb1,aflow:a877d3b01049d5a9,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/I1Rb1_ICSD_44619,221,cP2,2.3365,0.545854,108.157,5.97098,11.2778,5.62036,2,3.90497,aflow_a877d3b01049d5a9.poscar
Hg1S1,aflow:8ede6eb4a13f2b99,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Hg1S1_ICSD_104340,216,cF8,2.33678,1.75868,164.108,5.91759,50.2944,16.0114,2,7.13298,aflow_8ede6eb4a13f2b99.poscar
Au4Ca4Cd4,aflow:66beabbe92890a0a,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Au1Ca1Cd1_ICSD_420574,62,oP12,2.33681,0.553511,168.05,35.4912,52.4744,18.1179,12,7.98465,aflow_66beabbe92890a0a.poscar
Au2K2Se2,aflow:ae82019d3327d870,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/Au1K1Se1_ICSD_40759,63,oS12,2.33847,0.907973,171.024,17.7403,13.8434,6.43667,6,5.56968,aflow_ae82019d3327d870.poscar
As2Hg2K2,aflow:075befb960a6d22f,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/As1Hg1K1_ICSD_10458,194,hP6,2.33893,1.04089,179.144,17.7184,25.7402,14.6855,6,5.54968,aflow_075befb960a6d22f.poscar
Sb1Sn1,aflow:9b2cec3b37cfebab,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Sb1Sn1_ICSD_52302,221,cP2,2.33968,1.76885,161.949,5.91938,49.0222,14.8124,2,7.05806,aflow_9b2cec3b37cfebab.poscar
Ag10S8Sb2,aflow:d3aa24a7307877b5,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/Ag5S4Sb1_ICSD_16987,36,oS40,2.33979,0.475357,205.993,58.7111,35.2376,11.7082,20,5.92631,aflow_d3aa24a7307877b5.poscar
Cu2Se1,aflow:7968b7c180e7ac07,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Cu2Se1_ICSD_56025,225,cF12,2.34042,0.661273,163.078,8.87938,83.3778,11.9294,3,6.96403,aflow_7968b7c180e7ac07.poscar
Cl6K2Pt1,aflow:5743a00d848eb00f,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Cl6K2Pt1_ICSD_2582,225,cF36,2.34279,1.35828,271.068,26.0092,13.0944,7.17213,9,3.21976,aflow_5743a00d848eb00f.poscar
Pt1Sb1Yb1,aflow:c5d6762a8aad6f28,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Pt1Sb1Yb1_ICSD_77953,216,cF12,2.34395,1.00753,135.001,8.91545,69.1222,14.3121,3,10.8716,aflow_c5d6762a8aad6f28.poscar
Cl6Cs2Ge1,aflow:faa2f9d697c73839,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Cl6Cs2Ge1_ICSD_28892,225,cF36,2.34417,0.757207,210.037,26.4252,9.0,4.5595,9,3.08776,aflow_faa2f9d697c73839.poscar
F6Na1Sb1,aflow:8770a7b53129df89,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/F6Na1Sb1_ICSD_16640,225,cF32,2.34437,2.72595,412.248,21.9667,20.3,9.45592,8,2.80877,aflow_8770a7b53129df89.poscar
Cs2I6Te1,aflow:6dc2e902a1372f65,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Cs2I6Te1_ICSD_38105,225,cF36,2.34473,0.438525,131.075,26.7823,7.11667,4.08731,9,4.3266,aflow_6dc2e902a1372f65.poscar
Cd4Sb4Tl4,aflow:1af1c04034d03b1d,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Cd1Sb1Tl1_ICSD_9572,62,oP12,2.3453,0.358543,132.096,35.6888,37.1445,13.0599,12,8.12374,aflow_1af1c04034d03b1d.poscar
Cl1Tl1,aflow:45bf324a62447cfb,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Cl1Tl1_ICSD_61518,225,cF8,2.34639,0.590775,110.068,5.96772,18.4389,7.03725,2,5.73538,aflow_45bf324a62447cfb.poscar
F24Na4Sb4,aflow:92fd352b0aa29f3c,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/F6Na1Sb1_ICSD_25538,205,cP32,2.34712,1.00097,401.744,88.2518,21.75,9.60589,32,2.81678,aflow_92fd352b0aa29f3c.poscar
Pd2Sn1Tb1,aflow:bea649131691049d,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Pd2Sn1Tb1_ICSD_105694,225,cF16,2.34769,1.00417,162.066,11.8347,106.744,18.2294,4,10.2972,aflow_bea649131691049d.poscar
Cl6Pt1Rb2,aflow:7071622eeee7f130,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Cl6Pt1Rb2_ICSD_26708,225,cF36,2.35045,1.3511,253.953,26.1334,10.85,6.50498,9,3.59275,aflow_7071622eeee7f130.poscar
Cl4K2Pd1,aflow:081140d7fbeb503b,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/Cl4K2Pd1_ICSD_23997,123,tP7,2.35156,1.18727,254.737,20.3364,12.5149,7.31318,7,2.52312,aflow_081140d7fbeb503b.poscar
I1K1,aflow:c5c59a10fed69262,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/I1K1_ICSD_22158,225,cF8,2.35255,0.525554,115.836,5.9668,10.9389,5.21968,2,2.98573,aflow_c5c59a10fed69262.poscar
Cs1F1,aflow:ff3e8a3ebb991d74,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Cs1F1_ICSD_61563,221,cP2,2.35389,0.566103,131.031,5.95516,24.8444,6.96896,2,4.99155,aflow_ff3e8a3ebb991d74.poscar
Ag4O4Rb4,aflow:d5b4a2bd84341848,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Ag1O1Rb1_ICSD_188526,119,tI24,2.35511,0.545209,197.895,35.3172,23.9464,10.1089,12,4.47728,aflow_d5b4a2bd84341848.poscar
Pd2Se4Tl4,aflow:7db41ab7fd14ab52,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Pd1Se2Tl2_ICSD_79601,55,oP10,2.35574,0.324234,128.082,29.7529,33.8498,8.02879,10,8.3582,aflow_7db41ab7fd14ab52.poscar
Bi4Pd6S4,aflow:af102afc1723b260,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCC/Bi2Pd3S2_ICSD_159366,199,cI28,2.3559,0.709859,194.004,41.1739,62.6487,15.5591,14,8.94868,aflow_af102afc1723b260.poscar
Cl1Rb1,aflow:5f88595ec1d952d0,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Cl1Rb1_ICSD_26877,221,cP2,2.3579,0.953933,164.065,5.93017,16.6,8.37747,2,3.13099,aflow_5f88595ec1d952d0.poscar
Ag4In8Na12,aflow:f51b92be0bca11fd,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Ag1In2Na3_ICSD_170868,227,cF96,2.35802,0.235264,174.776,70.9954,19.9944,9.28715,24,4.06944,aflow_f51b92be0bca11fd.poscar
Pu1Ru1,aflow:62a3afd4deefd5b2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Pu1Ru1_ICSD_105865,221,cP2,2.3587,0.498391,100.031,5.96761,173.653,10.0903,2,16.5507,aflow_62a3afd4deefd5b2.poscar
Pd1Sn3Sr1,aflow:6c37e0e2ec89b24a,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Pd1Sn3Sr1_ICSD_105692,107,tI10,2.35881,0.753227,155.003,14.8165,54.4473,13.2006,5,6.58182,aflow_6c37e0e2ec89b24a.poscar
In1Te1,aflow:ce610cb49c8c7990,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/In1Te1_ICSD_169419,225,cF8,2.35919,2.05305,169.112,5.91346,40.65,17.4665,2,6.5432,aflow_ce610cb49c8c7990.poscar
Pt1Sn1U1,aflow:c5fcd642ba5d9504,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Pt1Sn1U1_ICSD_105800,216,cF12,2.35974,1.04703,131.006,8.91874,83.1333,15.8698,3,11.6263,aflow_c5fcd642ba5d9504.poscar
Cd4Pd2Sr2,aflow:50b51ceb501d4d75,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/Cd2Pd1Sr1_ICSD_425494,63,oS16,2.36014,0.915474,188.958,23.5662,45.5315,18.7509,8,7.08536,aflow_50b51ceb501d4d75.poscar
Br1Tl1,aflow:446e47ea5b60293f,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Br1Tl1_ICSD_61519,225,cF8,2.36139,0.52204,99.1134,5.97412,16.4611,6.54863,2,6.1089,aflow_446e47ea5b60293f.poscar
Au2O4Rb2,aflow:3a60473b7da3cd36,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/Au1O2Rb1_ICSD_15116,63,oS16,2.36253,1.67784,257.057,23.1892,27.7935,12.4272,8,5.67883,aflow_3a60473b7da3cd36.poscar
Li2Pd4Sn12,aflow:b49d5044a52e7e5f,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/Li1Pd2Sn6_ICSD_152299,127,tP18,2.36356,0.535446,191.983,52.9818,59.2839,19.2041,18,7.50411,aflow_b49d5044a52e7e5f.poscar
Hg2K2Sb2,aflow:377117f4c7159f05,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Hg1K1Sb1_ICSD_56201,194,hP6,2.36414,0.858288,159.12,17.7811,21.1094,12.2833,6,5.53716,aflow_377117f4c7159f05.poscar
Au1In1Li2,aflow:0d38a416d5089125,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Au1In1Li2_ICSD_58497,216,cF16,2.36542,1.06687,192.995,11.7834,52.4556,18.9376,4,7.75624,aflow_0d38a416d5089125.poscar
Cl1Cu1,aflow:f7857324dd27e355,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Cl1Cu1_ICSD_23988,216,cF8,2.36589,1.20686,200.152,5.88388,47.8889,12.3674,2,4.11126,aflow_f7857324dd27e355.poscar
Hg1Li1,aflow:07f268d309e600b2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Hg1Li1_ICSD_104308,221,cP2,2.36595,1.19085,157.201,5.93402,32.5667,15.9154,2,9.22941,aflow_07f268d309e600b2.poscar
Cl4O2Pd4,aflow:388226a8c6abbc12,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Cl2O1Pd2_ICSD_61333,141,tI20,2.36726,1.01977,253.135,29.015,44.6369,12.7581,10,4.69839,aflow_388226a8c6abbc12.poscar
Au2K2Se4,aflow:8c5011c882aac59e,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/Au1K1Se2_ICSD_84003,127,tP8,2.36833,1.09795,202.078,23.5053,20.217,9.34114,8,5.64035,aflow_8c5011c882aac59e.poscar
Br4K2Pd1,aflow:0ffa34b449605bad,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/Br4K2Pd1_ICSD_1982,123,tP7,2.36923,0.746429,187.028,20.6495,11.1218,5.952,7,3.37079,aflow_0ffa34b449605bad.poscar
La1Tl3,aflow:27cd67b2290ba1b4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/La1Tl3_ICSD_104731,221,cP4,2.36998,1.21099,144.098,11.8748,43.6889,19.1981,4,10.6112,aflow_27cd67b2290ba1b4.poscar
Tl3U1,aflow:e52ccf55c80734d7,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Tl3U1_ICSD_106194,221,cP4,2.37048,1.11481,134.973,11.8901,43.4833,19.2436,4,12.4386,aflow_e52ccf55c80734d7.poscar
Br1K1,aflow:e02e6c6748e87324,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Br1K1_ICSD_18015,225,cF8,2.37152,0.84292,155.772,5.93895,13.8278,7.30057,2,2.62898,aflow_e02e6c6748e87324.poscar
Cl16Hg12O4,aflow:ee0d6c769a483b53,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Cl4Hg3O1_ICSD_28782,198,cP32,2.37251,0.294549,181.028,94.4311,12.9538,4.75817,32,5.77917,aflow_ee0d6c769a483b53.poscar
Cl1Rb1,aflow:136ebce60ff4446b,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Cl1Rb1_ICSD_162798,225,cF8,2.37308,0.837648,154.765,5.93758,14.3167,7.23743,2,2.66941,aflow_136ebce60ff4446b.poscar
Tl3Y1,aflow:c08b23695db01790,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Tl3Y1_ICSD_106196,221,cP4,2.37431,0.572749,115.999,11.9186,46.4056,11.8327,4,10.7609,aflow_c08b23695db01790.poscar
Cl1Cu1,aflow:b0f14217ea99cb9c,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Cl1Cu1_ICSD_78273,225,cF8,2.37436,0.476112,150.128,5.93437,59.0611,7.25386,2,4.89394,aflow_b0f14217ea99cb9c.poscar
Bi2Pt2,aflow:2122a1339fff9c66,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Bi1Pt1_ICSD_58845,194,hP4,2.37439,0.882094,130.056,11.8923,91.4979,16.8856,4,14.3165,aflow_2122a1339fff9c66.poscar
Ag2Yb1,aflow:8e92a5daf4083c8c,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Ag2Yb1_ICSD_605966,139,tI6,2.37649,0.991956,147.031,8.9057,40.5889,15.5651,3,9.18585,aflow_8e92a5daf4083c8c.poscar
Cu2Te2Tl1,aflow:c9246cfad021e77d,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Cu2Te2Tl1_ICSD_601653,139,tI10,2.37689,1.10456,174.914,14.771,32.9523,13.1769,5,7.72734,aflow_c9246cfad021e77d.poscar
Cl16Hg12O4,aflow:60d3c7e3a655a006,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Cl4Hg3O1_ICSD_35649,198,cP32,2.37965,0.312538,185.137,94.3558,13.1426,5.09279,32,5.78211,aflow_60d3c7e3a655a006.poscar
Cl16Hg12O4,aflow:0380bb5b899328b4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Cl4Hg3O1_ICSD_28377,198,cP32,2.37984,0.354789,193.023,94.2137,12.0611,5.0944,32,5.783,aflow_0380bb5b899328b4.poscar
Ba2Tl4,aflow:e9c6d477da9d6f7b,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Ba1Tl2_ICSD_58681,194,hP6,2.38033,0.870755,139.949,17.8294,26.449,17.2872,6,8.4545,aflow_e9c6d477da9d6f7b.poscar
Cl6K2Sn1,aflow:483cf5477e34d9c8,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Cl6K2Sn1_ICSD_1668,225,cF36,2.38089,0.780749,238.967,26.2493,11.2222,4.96348,9,2.48722,aflow_483cf5477e34d9c8.poscar
I1Tl1,aflow:3128a4b9547d3c3d,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/I1Tl1_ICSD_60491,225,cF8,2.3832,0.440301,87.928,5.97994,14.3111,5.92427,2,6.16848,aflow_3128a4b9547d3c3d.poscar
Au2K2Te2,aflow:d93ce507eac7c5ec,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Au1K1Te1_ICSD_655856,194,hP6,2.38521,0.96442,167.936,17.7516,25.8159,13.8933,6,6.15278,aflow_d93ce507eac7c5ec.poscar
Ag2In1Y1,aflow:047348a26953adbe,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Ag2In1Y1_ICSD_58304,225,cF16,2.38541,1.15397,178.898,11.8044,72.8444,19.4227,4,8.12943,aflow_047348a26953adbe.poscar
F1Tl1,aflow:41cae372cf494c78,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/F1Tl1_ICSD_28495,225,cF8,2.38598,0.646273,122.899,5.959,30.4699,9.22758,2,8.06938,aflow_41cae372cf494c78.poscar
Au2Sn8,aflow:8e941641cd230751,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/Au1Sn4_ICSD_151194,68,oS20,2.38598,0.459713,144.991,29.6785,46.8635,12.3513,10,8.19135,aflow_8e941641cd230751.poscar
Hg1Se1,aflow:58b9ed291d3d9da5,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Hg1Se1_ICSD_24175,216,cF8,2.38609,1.31205,140.015,5.94065,43.7667,13.725,2,7.56961,aflow_58b9ed291d3d9da5.poscar
Br1Cs1,aflow:8fb97d56ef98f019,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Br1Cs1_ICSD_61516,225,cF8,2.38641,0.430412,100.011,5.97475,10.5778,4.77199,2,3.51,aflow_8fb97d56ef98f019.poscar
Li1Tl1,aflow:10844f99e3db9455,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Li1Tl1_ICSD_104789,221,cP2,2.38645,1.49571,166.725,5.92578,27.6556,17.2355,2,8.24529,aflow_10844f99e3db9455.poscar
Br4K2Pt1,aflow:d0cd2109e28a8fce,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/Br4K2Pt1_ICSD_6063,123,tP7,2.38862,0.847889,185.835,20.6476,11.0131,5.88687,7,3.94604,aflow_d0cd2109e28a8fce.poscar
Se4Tl4,aflow:1129ad921009085f,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Se1Tl1_ICSD_652064,140,tI16,2.39271,0.707499,155.024,23.7145,22.369,10.4321,8,7.81406,aflow_1129ad921009085f.poscar
Au4Cd4Yb4,aflow:d25e3679e0ac111b,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Au1Cd1Yb1_ICSD_411545,62,oP12,2.39321,0.448128,143.076,35.6325,50.5777,17.6688,12,10.9145,aflow_d25e3679e0ac111b.poscar
Ga4,aflow:dafb5f49a128a99c,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/Ga1_ICSD_165978,12,mS2,2.3933,6.69034,276.035,2.87987,63.0489,9.32411,4,6.2886,aflow_dafb5f49a128a99c.poscar
Cl6K2Pd1,aflow:44de732aff905d56,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Cl6K2Pd1_ICSD_33709,225,cF36,2.39386,1.08062,272.788,26.013,13.2278,6.87649,9,2.66762,aflow_44de732aff905d56.poscar
Cl6Rb2Sn1,aflow:35d12ce9d9790a53,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Cl6Rb2Sn1_ICSD_26698,225,cF36,2.39515,0.740265,218.805,26.3721,9.45556,4.46512,9,2.87893,aflow_35d12ce9d9790a53.poscar
Tb1Tl3,aflow:6f4b0bfcbf833e6e,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Tb1Tl3_ICSD_106130,221,cP4,2.39737,0.665623,118.942,11.9146,46.2722,13.482,4,11.8278,aflow_6f4b0bfcbf833e6e.poscar
Cl8Cu8,aflow:ac4a44c8fcea2c0a,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Cl1Cu1_ICSD_78271,205,cP16,2.39754,0.440031,231.844,46.7386,48.8718,15.4764,16,4.56423,aflow_ac4a44c8fcea2c0a.poscar
Br6K2Pt1,aflow:5414561a87051a3f,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Br6K2Pt1_ICSD_23771,225,cF36,2.39756,0.796806,196.063,26.4862,12.1333,6.06005,9,4.27031,aflow_5414561a87051a3f.poscar
Cl6Cs2Pt1,aflow:d9abe2a670e4d5f2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Cl6Cs2Pt1_ICSD_26709,225,cF36,2.39823,0.93101,214.074,26.3882,9.59444,5.01663,9,3.76946,aflow_d9abe2a670e4d5f2.poscar
Br2Cu2,aflow:14fc9659417dbf4f,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Br1Cu1_ICSD_30091,194,hP4,2.39897,1.07008,195.827,11.7767,23.5711,9.51071,4,4.8607,aflow_14fc9659417dbf4f.poscar
Br6K2Sn1,aflow:af102a5a65dcf235,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Br6K2Sn1_ICSD_158955,225,cF36,2.39907,0.457705,166.854,26.6431,10.0278,4.20815,9,3.44709,aflow_af102a5a65dcf235.poscar
Dy1Tl3,aflow:e1ae2873e21ddfaf,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Dy1Tl3_ICSD_103376,221,cP4,2.39981,0.48435,107.019,11.9309,48.3,11.3556,4,11.9379,aflow_e1ae2873e21ddfaf.poscar
Ag12Na4S8,aflow:b8403806e5d2513d,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Ag3Na1S2_ICSD_73198,227,cF96,2.40148,0.362498,211.131,70.4278,29.8167,10.4381,24,5.49082,aflow_b8403806e5d2513d.poscar
Cl1Tl1,aflow:4d76834a1fbcef1f,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Cl1Tl1_ICSD_181755,221,cP2,2.40213,0.592328,113.963,5.96542,22.2778,7.90068,2,6.72918,aflow_4d76834a1fbcef1f.poscar
Hg1S1,aflow:38f66e468b9ba830,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Hg1S1_ICSD_169619,225,cF8,2.40281,1.15315,149.055,5.93245,66.7222,13.9857,2,8.90169,aflow_38f66e468b9ba830.poscar
Ag5O6Pb2,aflow:67bca844220b1f40,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Ag5O6Pb2_ICSD_155043,162,hP13,2.40299,0.452188,193.109,38.2602,73.7187,14.9811,13,8.32514,aflow_67bca844220b1f40.poscar
Au2Ge2Th1,aflow:f6d1939f88399421,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Au2Ge2Th1_ICSD_52670,139,tI10,2.40328,0.682441,140.006,14.847,99.9986,15.8982,5,12.0183,aflow_f6d1939f88399421.poscar
Cl4Pd1Tl2,aflow:84d743b78ac98ce6,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/Cl4Pd1Tl2_ICSD_89601,123,tP7,2.4036,0.661356,167.939,20.713,14.2664,6.90377,7,4.85316,aflow_84d743b78ac98ce6.poscar
Au4O4Rb4,aflow:f6b457d72c593ebb,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Au1O1Rb1_ICSD_409552,139,tI24,2.405,0.672033,191.987,35.3422,25.509,11.1172,12,6.51611,aflow_f6b457d72c593ebb.poscar
Cl1K1,aflow:28e41ffe3fada8e0,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Cl1K1_ICSD_154214,225,cF8,2.40522,1.2452,213.205,5.88113,16.6639,9.2997,2,1.90898,aflow_28e41ffe3fada8e0.poscar
Ag2In1La1,aflow:737af44395bdd9e5,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Ag2In1La1_ICSD_58290,225,cF16,2.40582,0.956782,161.011,11.8415,62.6944,17.1599,4,8.15775,aflow_737af44395bdd9e5.poscar
F6Pd1Rb2,aflow:41ef6e8eea6050d8,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/F6Pd1Rb2_ICSD_28675,225,cF36,2.4061,1.8634,344.231,25.4184,14.1889,8.09145,9,3.80998,aflow_41ef6e8eea6050d8.poscar
Cl6Cs2Sn1,aflow:537adb698bfdea9f,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Cl6Cs2Sn1_ICSD_26699,225,cF36,2.40643,0.632969,195.041,26.5034,7.72778,3.63501,9,3.14172,aflow_537adb698bfdea9f.poscar
Ca1Tl3,aflow:281507392358bbd6,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Ca1Tl3_ICSD_58942,221,cP4,2.40676,0.4396,109.012,11.9322,38.1778,12.1796,4,9.32139,aflow_281507392358bbd6.poscar
As1Tl1,aflow:cc780562173bd001,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/As1Tl1_ICSD_184574,216,cF8,2.40713,2.06005,162.926,5.92067,39.5389,18.7576,2,7.26069,aflow_cc780562173bd001.poscar
F2Xe1,aflow:338c6b1364ab69a6,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/F2Xe1_ICSD_260950,139,tI6,2.40721,2.74264,272.795,8.67279,6.90328,4.47715,3,3.81697,aflow_338c6b1364ab69a6.poscar
Ag2Sn2Sr1,aflow:cd7a7ed413f1e66a,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Ag2Sn2Sr1_ICSD_414,139,tI10,2.40721,1.08503,179.133,14.7604,44.6979,18.1047,5,6.65117,aflow_cd7a7ed413f1e66a.poscar
Cl6Pd1Rb2,aflow:5467a769dad88248,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Cl6Pd1Rb2_ICSD_33710,225,cF36,2.40885,1.35331,274.278,26.0138,10.1778,6.88869,9,3.10992,aflow_5467a769dad88248.poscar
