compound,auid,aurl,spacegroup_relax,Pearson_symbol_relax,agl_gruneisen,agl_thermal_conductivity_300K,agl_debye,agl_heat_capacity_Cv_300K,ael_bulk_modulus_vrh,ael_shear_modulus_vrh,natoms,density,poscar_file
N8Ni4O24,aflow:c47980a1cf3266fe,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/N2Ni1O6_ICSD_28327,205,cP36,2.11036,1.67057,557.813,91.6122,45.186,14.2109,36,2.8443,aflow_c47980a1cf3266fe.poscar
K2Se1,aflow:3746bf32a1781888,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/K2Se1_ICSD_168448,225,cF12,2.11058,1.36858,192.173,8.8429,15.8944,9.12565,3,2.24165,aflow_3746bf32a1781888.poscar
Cl8Li6V1,aflow:93581ed0f35d427a,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Cl8Li6V1_ICSD_100834,225,cF60,2.11067,1.36051,379.969,41.8435,28.4306,18.3914,15,2.25249,aflow_93581ed0f35d427a.poscar
Au4Mg4Yb4,aflow:cb1589626859b7a8,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Au1Mg1Yb1_ICSD_411303,62,oP12,2.11069,0.776776,168.079,35.4828,43.0892,18.6371,12,9.03526,aflow_cb1589626859b7a8.poscar
Ho1Sn3,aflow:da9e4e5b7d760fce,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Ho1Sn3_ICSD_104449,221,cP4,2.11216,0.698719,126.038,11.9005,56.6611,10.1805,4,8.01502,aflow_da9e4e5b7d760fce.poscar
K12Sb4Se12,aflow:c385ec02c7fa912e,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/K3Sb1Se3_ICSD_89607,198,cP28,2.11252,0.449864,201.948,82.2861,12.8143,6.85275,28,3.19297,aflow_c385ec02c7fa912e.poscar
F6Hf1K2,aflow:b8b8a59bed65374d,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/F6Hf1K2_ICSD_47244,225,cF36,2.1129,3.17752,382.166,25.0166,9.25,5.15153,9,3.67835,aflow_b8b8a59bed65374d.poscar
La1Te1,aflow:3db1c6bb651f859d,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/La1Te1_ICSD_183944,225,cF8,2.11351,3.41382,177.01,5.90052,54.8889,19.4894,2,6.3931,aflow_3db1c6bb651f859d.poscar
Er1Sn3,aflow:bf14b169c7848137,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Er1Sn3_ICSD_103305,221,cP4,2.114,0.635161,122.037,11.9058,56.1056,9.55377,4,8.06552,aflow_bf14b169c7848137.poscar
Ge1I3Rb1,aflow:dabbab28e3d6abc7,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Ge1I3Rb1_ICSD_40216,221,cP5,2.1142,0.82785,142.152,14.8518,18.6,10.2275,5,4.24702,aflow_dabbab28e3d6abc7.poscar
Cl2Sr1,aflow:bea65ca25419a241,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Cl2Sr1_ICSD_18011,225,cF12,2.11434,2.00874,224.998,8.77052,33.6611,13.5806,3,3.00673,aflow_bea65ca25419a241.poscar
Br1Li1,aflow:20b64628cf74cb53,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Br1Li1_ICSD_27982,225,cF8,2.11485,2.24885,235.99,5.84334,26.1611,14.6136,2,3.44423,aflow_20b64628cf74cb53.poscar
As1U1,aflow:06f1bb3cfd366da4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/As1U1_ICSD_44079,221,cP2,2.11524,0.781781,107.017,5.9639,75.7556,9.18979,2,10.8271,aflow_06f1bb3cfd366da4.poscar
Cl6Cs2Ti1,aflow:c99de34a4b979aa7,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Cl6Cs2Ti1_ICSD_26690,225,cF36,2.11544,1.04358,220.089,26.3412,8.22778,3.88153,9,2.8948,aflow_c99de34a4b979aa7.poscar
I2Li2,aflow:33c46f81543e1b3a,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/I1Li1_ICSD_44781,194,hP4,2.11576,0.932258,173.064,11.8335,20.2072,10.7871,4,4.08641,aflow_33c46f81543e1b3a.poscar
O4,aflow:02f1cbf29c0e74f4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/O2_ICSD_164724,194,hP4,2.11692,6.85764,593.895,9.96919,19.5204,7.38963,4,2.24406,aflow_02f1cbf29c0e74f4.poscar
F6S1,aflow:aa9293911e25ddc1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCC/F6S1_ICSD_214,229,cI14,2.11815,3.39163,472.069,18.6802,4.28333,1.525,7,2.18276,aflow_aa9293911e25ddc1.poscar
Hg1La1,aflow:6f8e31f2f3b8f9a6,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Hg1La1_ICSD_104305,221,cP2,2.11853,2.09781,141.008,5.938,52.4333,16.8484,2,9.29158,aflow_6f8e31f2f3b8f9a6.poscar
Ba2Te4,aflow:58d9a7827940d4c4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Ba1Te2_ICSD_75555,140,tI12,2.11884,1.46276,169.035,17.7368,28.7313,15.0264,6,5.44047,aflow_58d9a7827940d4c4.poscar
Dy4Ga4Pd4,aflow:dd04eb665d00e3ba,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Dy1Ga1Pd1_ICSD_54588,62,oP12,2.11889,0.710533,176.012,35.4124,97.7786,19.7642,12,9.49876,aflow_dd04eb665d00e3ba.poscar
K2Sb2Sn2,aflow:dd13c8d7dc0a6e51,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/K1Sb1Sn1_ICSD_33933,186,hP6,2.11967,1.50833,192.081,17.6639,20.4628,12.6556,6,4.02879,aflow_dd13c8d7dc0a6e51.poscar
Rb4S2,aflow:c9706e203eac5569,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Rb2S1_ICSD_261443,194,hP6,2.1203,0.455255,144.882,17.8232,15.9989,6.06854,6,3.26015,aflow_c9706e203eac5569.poscar
Ho1Pd1Sb1,aflow:b73d6449f23ba7da,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Ho1Pd1Sb1_ICSD_108547,216,cF12,2.12169,0.679423,118.037,8.93403,70.8556,9.32569,3,8.56797,aflow_b73d6449f23ba7da.poscar
Dy1Sn3,aflow:5312a20efe58dbc3,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Dy1Sn3_ICSD_103370,221,cP4,2.12255,0.986287,141.981,11.8744,55.2944,12.6065,4,7.94916,aflow_5312a20efe58dbc3.poscar
Cs2F4H2,aflow:31742ab3c0b25417,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Cs1F2H1_ICSD_45858,140,tI16,2.12267,0.755878,227.017,23.4154,19.0642,8.21402,8,3.70896,aflow_31742ab3c0b25417.poscar
Pb2Se4,aflow:2b68e406cfa47a15,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Pb1Se2_ICSD_174577,140,tI12,2.12312,1.55008,183.938,17.6857,45.7952,18.5695,6,7.29976,aflow_2b68e406cfa47a15.poscar
As2Rb6Se32,aflow:f38425f6bc10cbcc,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/As1Rb3Se16_ICSD_405959,203,cF160,2.12362,0.269721,177.999,118.046,12.1108,3.86183,40,4.22809,aflow_f38425f6bc10cbcc.poscar
Cu3Se4Ta1,aflow:fc6f7e9b36076ac3,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Cu3Se4Ta1_ICSD_108406,215,cP8,2.12411,3.91849,305.067,22.8451,31.4389,19.5632,8,5.97713,aflow_fc6f7e9b36076ac3.poscar
Bi4,aflow:fadf792d7b321127,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Bi1_ICSD_51674,140,tI8,2.1246,0.00988102,24.9909,11.9957,310.346,4.69588,4,8.67484,aflow_fadf792d7b321127.poscar
Pd1Ti1,aflow:91b2e46acca5d936,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Pd1Ti1_ICSD_105721,221,cP2,2.12498,1.40112,171.995,5.90555,150.256,13.4317,2,7.80293,aflow_91b2e46acca5d936.poscar
Lu1Pb2,aflow:b17fb10793f51754,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Lu1Pb2_ICSD_104811,139,tI6,2.12503,0.957325,113.986,8.93954,42.1057,11.5566,3,11.1901,aflow_b17fb10793f51754.poscar
Ba2Ga4Se8,aflow:d6267b9b9147ffc7,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/Ba1Ga2Se4_ICSD_24386,66,oS28,2.1252,1.44823,243.036,40.7212,26.4531,14.6112,14,4.67414,aflow_d6267b9b9147ffc7.poscar
Se4Ta2,aflow:274ee6351c9f3a8f,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Se2Ta1_ICSD_18130,194,hP6,2.12594,6.44517,307.999,17.1115,24.8125,15.2175,6,7.68655,aflow_274ee6351c9f3a8f.poscar
Cl8Th2,aflow:359ed64889c75bba,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Cl4Th1_ICSD_26197,141,tI20,2.12625,2.41154,278.949,28.7837,29.9145,15.5096,10,4.15401,aflow_359ed64889c75bba.poscar
Sn3Y1,aflow:16e97ffc13df1029,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Sn3Y1_ICSD_106102,221,cP4,2.1269,1.20763,159.919,11.839,54.75,13.9596,4,6.7835,aflow_16e97ffc13df1029.poscar
Sb1,aflow:462bb5f411a8e076,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Sb1_ICSD_52227,221,cP1,2.12833,3.83874,165.964,2.95652,59.7056,18.0475,1,6.72399,aflow_462bb5f411a8e076.poscar
Br6Ca2In2,aflow:0c63b960ff636225,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/Br3Ca1In1_ICSD_54138,63,oS20,2.12876,0.519143,162.149,29.6125,16.3013,6.87816,10,3.8687,aflow_0c63b960ff636225.poscar
Au1O1Rb3,aflow:3609d740c6208956,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Au1O1Rb3_ICSD_75499,221,cP5,2.12885,0.700436,143.902,14.8583,15.1389,9.45658,5,4.38386,aflow_3609d740c6208956.poscar
Ag2Al2Se4,aflow:877eb327e670859d,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Ag1Al1Se2_ICSD_28745,122,tI16,2.12951,1.29014,220.986,23.399,49.6298,17.6489,8,4.76072,aflow_877eb327e670859d.poscar
Br9Rb3Sb2,aflow:15bf2c0b12f94d87,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Br9Rb3Sb2_ICSD_39823,164,hP14,2.13102,0.505013,165.064,41.4304,10.0446,4.9532,14,3.7039,aflow_15bf2c0b12f94d87.poscar
In4Li4Se8,aflow:d778b13b108a18d4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/In1Li1Se2_ICSD_60838,33,oP16,2.13141,0.822096,223.946,46.7765,30.7299,13.5197,16,4.28395,aflow_d778b13b108a18d4.poscar
Ga4Pd4Tb4,aflow:500395978f0e319f,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Ga1Pd1Tb1_ICSD_54586,62,oP12,2.13186,0.522614,160.048,35.5119,94.1726,15.7381,12,9.30017,aflow_500395978f0e319f.poscar
Ba4Ge8S20,aflow:ab2c00ed1393bac9,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Ba2Ge4S10_ICSD_66868,227,cF128,2.13208,1.0394,304.922,91.3937,26.7944,13.399,32,3.34247,aflow_ab2c00ed1393bac9.poscar
Cl4K2Mg1,aflow:88d04db0ca52280a,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Cl4K2Mg1_ICSD_4035,139,tI14,2.13224,1.35403,276.052,20.2201,21.8829,12.3397,7,2.0555,aflow_88d04db0ca52280a.poscar
Se8Ta4,aflow:70feb68144572f29,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Se2Ta1_ICSD_24316,187,hP12,2.13249,4.1952,312.079,34.1682,24.6158,15.6008,12,7.66995,aflow_70feb68144572f29.poscar
K6Se6,aflow:232b73a5e7e105bc,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/K2Se2_ICSD_73172,189,hP12,2.13268,0.628184,197.161,35.3184,15.2688,8.22627,12,2.74014,aflow_232b73a5e7e105bc.poscar
Tb1Tl1,aflow:6c26fad1d52c9da4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Tb1Tl1_ICSD_106129,221,cP2,2.13371,1.87783,134.99,5.94323,54.7611,16.5079,2,10.9406,aflow_6c26fad1d52c9da4.poscar
Ag4Mo2O8,aflow:92fe76dc244509af,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Ag2Mo1O4_ICSD_28891,227,cF56,2.1339,1.5752,314.974,39.842,64.0111,16.562,14,5.88821,aflow_92fe76dc244509af.poscar
As2Cu2K4,aflow:704ad2430ab50609,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/As1Cu1K2_ICSD_43936,63,oS16,2.13395,0.875228,212.143,23.4692,22.4376,10.5362,8,3.15984,aflow_704ad2430ab50609.poscar
Ag1Bi1Li2,aflow:8b5c9383a7f1c116,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Ag1Bi1Li2_ICSD_57350,216,cF16,2.13415,0.93917,168.103,11.8352,39.2944,13.9659,4,6.81021,aflow_8b5c9383a7f1c116.poscar
Sn3Tb1,aflow:2d7ebd551d6c4008,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Sn3Tb1_ICSD_106079,221,cP4,2.13481,1.14172,149.963,11.86,54.9444,13.9367,4,7.8508,aflow_2d7ebd551d6c4008.poscar
Cd2S2,aflow:d9281c78b832ba65,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Cd1S1_ICSD_154186,186,hP4,2.13572,1.7601,210.898,11.724,55.3691,17.3261,4,4.63641,aflow_d9281c78b832ba65.poscar
O12Sb8,aflow:b4d0bb1d8131888b,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/O6Sb4_ICSD_36145,227,cF80,2.13575,5.77343,498.896,52.5734,12.1056,10.4821,20,5.11074,aflow_b4d0bb1d8131888b.poscar
Br1K3O1,aflow:037bff19ad42b82f,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Br1K3O1_ICSD_33920,221,cP5,2.13584,1.29405,235.057,14.6119,19.2167,12.5832,5,2.39653,aflow_037bff19ad42b82f.poscar
N1Na1,aflow:3fd470028e022781,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/N1Na1_ICSD_184990,225,cF8,2.13594,3.45413,375.09,5.60021,34.2778,18.0926,2,1.94685,aflow_3fd470028e022781.poscar
O2Rb2,aflow:aab32adb95974548,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCI/O2Rb2_ICSD_180560,71,oI8,2.13608,1.46816,225.945,11.6995,25.1382,11.1826,4,3.61348,aflow_aab32adb95974548.poscar
Cs2Hf1I6,aflow:9355f82ec1dc713b,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Cs2Hf1I6_ICSD_201308,225,cF36,2.13625,0.621899,136.038,26.7485,7.01667,3.59706,9,4.65161,aflow_9355f82ec1dc713b.poscar
In2Li2Se4,aflow:34bc84e6f08e0c70,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/In1Li1Se2_ICSD_56532,122,tI16,2.13699,1.43985,231.94,23.343,31.2051,14.7614,8,4.30183,aflow_34bc84e6f08e0c70.poscar
Ga4Pb2Se8,aflow:42a754c4948a86dc,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/Ga2Pb1Se4_ICSD_635052,66,oS28,2.13709,1.41769,235.881,40.7931,31.9935,16.8468,14,5.76913,aflow_42a754c4948a86dc.poscar
Cd1S1,aflow:488147efb71ed55f,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Cd1S1_ICSD_159379,216,cF8,2.13709,2.63546,206.899,5.86742,55.8556,16.7103,2,4.63871,aflow_488147efb71ed55f.poscar
O12Sb8,aflow:d532e7962de6664f,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/OSb/A3B2_cF80_227_f_e-001.AB,227,cF80,2.13729,5.7904,499.856,52.5374,11.8099,10.2417,20,5.13471,aflow_d532e7962de6664f.poscar
Cu1Mg1Sn1,aflow:7fcb937706d474f8,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Cu1Mg1Sn1_ICSD_103054,216,cF12,2.13746,0.402978,125.047,8.92886,48.4,5.73671,3,5.04199,aflow_7fcb937706d474f8.poscar
O12Sb8,aflow:2f95594a0e4b2868,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/O3Sb2_ICSD_16851,227,cF80,2.13761,5.58758,494.048,52.6953,11.5056,9.75498,20,5.12145,aflow_2f95594a0e4b2868.poscar
In4S12Sb4,aflow:a4ea871a74e5ad40,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/In1S3Sb1_ICSD_300207,62,oP20,2.1378,2.10131,330.957,56.615,22.7597,13.8149,20,4.43892,aflow_a4ea871a74e5ad40.poscar
Ba2Te6,aflow:0cf0aed63b5cc3c0,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/Ba1Te3_ICSD_36366,113,tP8,2.13829,1.91526,201.071,23.5024,22.8583,15.4745,8,5.96297,aflow_0cf0aed63b5cc3c0.poscar
Rb12Sb4Se12,aflow:af26684c8e0291fc,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Rb3Sb1Se3_ICSD_89608,198,cP28,2.13836,0.3037,161.962,82.9014,12.0881,5.78107,28,3.66879,aflow_af26684c8e0291fc.poscar
Ba6Sn10,aflow:3dfa4e99c09c8f5c,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/Ba3Sn5_ICSD_411980,63,oS32,2.14194,0.893694,183.926,47.1716,29.4396,17.3505,16,5.72986,aflow_3dfa4e99c09c8f5c.poscar
As4K4Ni2,aflow:99e3ad711c64f777,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/As2K2Ni1_ICSD_300120,63,oS20,2.14213,1.36354,255.945,29.0096,23.4735,12.1975,10,3.5355,aflow_99e3ad711c64f777.poscar
Cs8Te4,aflow:a17d98e1025f08bb,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Cs2Te1_ICSD_36501,62,oP12,2.1428,0.151365,90.0308,35.8663,10.0147,3.92002,12,3.99469,aflow_a17d98e1025f08bb.poscar
Ge1Hg1Li2,aflow:4407929608d945ae,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Ge1Hg1Li2_ICSD_53646,225,cF16,2.14506,1.09811,190.139,11.7901,43.1556,16.7309,4,7.07095,aflow_4407929608d945ae.poscar
Rb2S2,aflow:9626509456011640,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCI/Rb2S2_ICSD_73175,71,oI8,2.14622,0.844109,170.002,11.8318,14.5719,5.97869,4,2.54805,aflow_9626509456011640.poscar
Cu4K4S4,aflow:f907c3f7b3f01a9e,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Cu1K1S1_ICSD_49008,33,oP12,2.14643,0.5004,205.153,35.247,18.0358,5.48974,12,2.4976,aflow_f907c3f7b3f01a9e.poscar
Cd1Na2Pb1,aflow:a5e69f3c807b1d34,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Cd1Na2Pb1_ICSD_102033,216,cF16,2.14857,0.718605,145.061,11.8813,24.5056,10.6925,4,5.78987,aflow_a5e69f3c807b1d34.poscar
I6Pb3,aflow:6b18c1d781aeb5d8,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/I2Pb1_ICSD_24264,156,hP9,2.14867,0.584295,128.07,26.7775,6.67054,3.32121,9,5.47148,aflow_6b18c1d781aeb5d8.poscar
La1Pb3,aflow:ab4dcaad9226a98c,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/La1Pb3_ICSD_104691,221,cP4,2.14909,1.26841,134.968,11.8868,46.6444,16.7332,4,10.2303,aflow_ab4dcaad9226a98c.poscar
Cs2S2,aflow:3d3dd8dbe54026e0,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCI/Cs2S2_ICSD_200474,71,oI8,2.14914,0.646664,137.002,11.8917,12.3374,4.94956,4,3.10739,aflow_3d3dd8dbe54026e0.poscar
Au2Ca2,aflow:f2f6cf00606361b7,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/Au1Ca1_ICSD_54978,63,oS8,2.15006,1.33299,164.017,11.8345,45.2752,16.179,4,7.58692,aflow_f2f6cf00606361b7.poscar
As1Cd1Li1,aflow:f818510c8952b114,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/As1Cd1Li1_ICSD_609966,216,cF12,2.15013,0.115071,85.9258,8.96688,48.2611,2.73508,3,5.63711,aflow_f818510c8952b114.poscar
Bi4O12Rb12,aflow:7219f844dcd3bc96,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Bi1O3Rb3_ICSD_407294,198,cP28,2.15065,0.572559,224.034,81.8731,15.7753,7.81707,28,4.72483,aflow_7219f844dcd3bc96.poscar
Ag1Gd1,aflow:b08aeea1f94fa24c,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Ag1Gd1_ICSD_150536,221,cP2,2.15249,1.39617,138.049,5.94137,74.5111,17.8841,2,8.79612,aflow_b08aeea1f94fa24c.poscar
La1Tl1,aflow:0d91f21f39bd0cb6,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/La1Tl1_ICSD_104730,221,cP2,2.15257,1.83084,135.002,5.94341,48.8333,15.3247,2,8.89871,aflow_0d91f21f39bd0cb6.poscar
Bi1,aflow:27bbd51ad4827863,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Bi1_ICSD_52724,221,cP1,2.15394,3.10233,127.981,2.97451,49.4889,16.7406,1,9.97525,aflow_27bbd51ad4827863.poscar
Cs4I8Li4,aflow:611ceac3a84d63ec,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/Cs1I2Li1_ICSD_245986,36,oS32,2.15437,0.163865,111.93,47.7331,11.7691,5.55007,16,3.87067,aflow_611ceac3a84d63ec.poscar
Cl4Na4O12,aflow:8ff7034f6bd9ca4c,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Cl1Na1O3_ICSD_1117,198,cP20,2.15438,2.29745,530.019,51.7933,23.7184,12.6469,20,2.36886,aflow_8ff7034f6bd9ca4c.poscar
La1Sn3,aflow:758a0eb25149c67d,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/La1Sn3_ICSD_104720,221,cP4,2.15571,1.57155,168.93,11.8207,52.1611,16.8214,4,7.06673,aflow_758a0eb25149c67d.poscar
Na3Sb1Se4,aflow:42a77aaae3125103,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCC/Na3Sb1Se4_ICSD_65141,217,cI16,2.15621,1.15192,224.045,23.3943,19.4944,8.51223,8,3.90655,aflow_42a77aaae3125103.poscar
Ag4As4S4,aflow:1bd8ef4c736da0e7,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Ag1As1S1_ICSD_604740,62,oP12,2.15647,0.708433,201.93,35.247,40.5661,12.3086,12,4.79596,aflow_1bd8ef4c736da0e7.poscar
I4Pb2,aflow:9be2432451020db9,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/I2Pb1_ICSD_24263,186,hP6,2.15742,0.883902,134.965,17.8352,7.39758,4.03999,6,5.55813,aflow_9be2432451020db9.poscar
Cl3Mn1Tl1,aflow:239cd1711274608f,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Cl3Mn1Tl1_ICSD_23167,221,cP5,2.15759,1.28891,199.956,14.7016,34.0389,15.9069,5,4.58862,aflow_239cd1711274608f.poscar
Sn3Th1,aflow:985fa81a3cc9de17,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Sn3Th1_ICSD_106082,221,cP4,2.15777,0.968624,136.008,11.8836,65.2278,13.5011,4,8.4362,aflow_985fa81a3cc9de17.poscar
Au1Rb1,aflow:5651bdf75cf895a8,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Au1Rb1_ICSD_58428,221,cP2,2.15882,0.662629,100.967,5.97519,13.2556,8.06233,2,6.53004,aflow_5651bdf75cf895a8.poscar
K5Pb24,aflow:58f4471901eff079,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCC/K10Pb48_ICSD_410090,217,cI58,2.15955,0.135596,100.92,86.5506,30.5778,8.31636,29,8.72522,aflow_58f4471901eff079.poscar
Cs1I3Sn1,aflow:6690d2784eb23567,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Cs1I3Sn1_ICSD_69997,221,cP5,2.16023,0.574119,119.022,14.8983,15.4593,7.47673,5,4.25527,aflow_6690d2784eb23567.poscar
Cl4Na4O12,aflow:a5b293c638b5e670,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Cl1Na1O3_ICSD_80341,198,cP20,2.1611,2.48018,544.799,51.354,25.7593,14.5898,20,2.37833,aflow_a5b293c638b5e670.poscar
Sb4Se12Tl12,aflow:a38d3842bc09c46f,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Sb1Se3Tl3_ICSD_60962,198,cP28,2.16118,0.294795,141.993,83.1481,15.4473,6.62033,28,7.14154,aflow_a38d3842bc09c46f.poscar
Br3Cs1Sn1,aflow:c46bde1662d8f473,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Br3Cs1Sn1_ICSD_4071,221,cP5,2.16201,0.656047,137.94,14.8606,19.25,8.46313,5,3.92723,aflow_c46bde1662d8f473.poscar
Te2Zn2,aflow:f1f5255f9504e33c,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/Te1Zn1_ICSD_184491,63,oS8,2.1621,2.91044,229.945,11.6753,31.4499,17.5261,4,6.50846,aflow_f1f5255f9504e33c.poscar
Cu4Sb4Se8,aflow:00fc9c966a3fa36d,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Cu1Sb1Se2_ICSD_30358,62,oP16,2.16354,1.39627,255.048,46.396,38.3451,19.7591,16,5.79754,aflow_00fc9c966a3fa36d.poscar
Bi4Cs12O12,aflow:69c7aa297270d13b,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Bi1Cs3O3_ICSD_406563,198,cP28,2.16724,0.296848,164.057,82.8684,15.7584,5.63509,28,5.17338,aflow_69c7aa297270d13b.poscar
I1K3O1,aflow:81be40c35b3be745,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/I1K3O1_ICSD_36512,221,cP5,2.16846,1.1755,214.127,14.6806,19.2167,12.9802,5,2.79143,aflow_81be40c35b3be745.poscar
Ag1Li2Sb1,aflow:f617cfebecd6bba0,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Ag1Li2Sb1_ICSD_52589,216,cF16,2.1685,1.58384,225.981,11.7004,44.0278,19.1983,4,5.42483,aflow_f617cfebecd6bba0.poscar
