material_id,formula,Number of Atoms,Volume (A3),Density (g cm-3),Atomic mass (amu),K_VRH_pred,G_VRH_pred,K_VRH_spread_log10,G_VRH_spread_log10,Poisson ratio,Gruneisen parameter,Kappa_cal (W m-1 K-1),Kappa_cal_p05,Kappa_cal_p50,Kappa_cal_p95,is_low_kappa_candidate,ALIGNN_K_VRH_pred,ALIGNN_G_VRH_pred,ALIGNN_Kappa_cal,ALIGNN_is_low_kappa_candidate,alignn_prediction_reliable,space_group,crystal_system,worse_model_Kappa_cal,family
4212cc1a82,Zn2InBCl2O3,9,197.26837301062093,3.1595806395810184,375.3512,38.31014738170515,11.596109271031244,0.0530531114188737,0.0270115339434036,0.3625255828767723,2.239956479898038,0.5742912765375695,0.4039779806592783,0.572963746140573,0.8126275953490244,True,32.63093948364258,13.470681190490724,1.0104127402197198,False,True,R32,trigonal,1.0104127402197198,other oxide (mixed-anion / molecular-ion)
3a65500650,Nb2I3ClO2,8,229.53738921950549,4.5863778079869,633.9779699999999,14.010361055717311,9.674469825063817,0.0269464647106784,0.0444706312092724,0.2193395312921136,1.3629170185161517,1.014886137053704,0.6769746359045742,1.0184329353007384,1.5397298205147043,False,11.452990531921388,7.647311210632324,0.6912835226431484,True,True,P1,triclinic,1.014886137053704,other oxide (mixed-anion / molecular-ion)
b6e1161414,K2H2SeO,6,128.50230311515637,2.263615075097107,175.17188,17.56360282948672,8.976859414871155,0.0200793568531573,0.0352590837536716,0.281647505408919,1.664394443671508,1.0572904435997303,0.7409958311538151,1.0592360916926509,1.4792065897351403,False,18.245826721191406,8.05957317352295,0.7722678976868058,True,True,Pc,monoclinic,1.0572904435997303,other oxide (mixed-anion / molecular-ion)
1924ce28d2,Ba2Sb2Se3O2,9,246.41794760643063,5.303720513857459,787.0528,36.17668135380301,15.447017588501598,0.0114731963851014,0.0128910590665091,0.3131063434284167,1.856976387228224,1.069386647291361,0.929161960124072,1.0700738729584578,1.22129116776517,False,31.75380516052246,13.045465469360352,0.7962998013681052,True,True,C2/m,monoclinic,1.069386647291361,other oxide (mixed-anion / molecular-ion)
d53be0a61f,Ba2Sb2Se2SO2,9,237.5228448713508,5.174495719481509,740.1578,38.56588103520157,16.35088070986246,0.0159569067727034,0.0186558479124261,0.314262815243067,1.8647111970170904,1.155897106336091,0.9611131284454112,1.1516137824932358,1.3930595439347473,False,36.4271354675293,13.734956741333008,0.783905747546904,True,True,C2/m,monoclinic,1.155897106336091,other oxide (mixed-anion / molecular-ion)
76149ff4ec,FePb2(BrO)2,7,160.96815805876523,6.829691616073913,662.0518,48.63300814836816,15.51726477266477,0.0432797006048257,0.0478722643658094,0.3558020552213583,2.1806953980991977,0.7700989574657394,0.4647791518167485,0.7779392724239534,1.2522006641001813,True,29.805828094482425,14.906896591186523,1.176943516394365,False,True,C2/m,monoclinic,1.176943516394365,other oxide (mixed-anion / molecular-ion)
d248fda41d,K2Te(OF2)2,9,148.21719527238116,3.515509210619452,313.7890128,31.63322340604877,14.737088513784435,0.1171327767785625,0.0750185607436655,0.2983738936981308,1.7626926035405182,1.133235076573216,0.4817057609653704,1.1260511514359623,2.5765770769192464,False,41.176753997802734,16.75920867919922,1.1901286178061876,False,True,C2/m,monoclinic,1.1901286178061876,other oxide (mixed-anion / molecular-ion)
bf0010345d,NaTeOF5,8,151.46468064673357,2.867769409984944,261.58118528,14.622595931425808,9.616402144667958,0.103636380306498,0.0554106474807437,0.2303015482992586,1.409715736333646,1.0580027342597114,0.546133688639545,1.0394249173575512,1.862578121574527,False,16.14007568359375,11.821505546569824,1.592732464415192,False,True,I4mm,tetragonal,1.592732464415192,other oxide (mixed-anion / molecular-ion)
76bfc0ee60,Sr2Bi2Te3O2,9,263.4406522464029,6.353699411927366,1007.9996,30.5232283341894,17.58747829602933,0.0365309041804772,0.0582522971131729,0.2583189536367976,1.540744460523961,1.6538979057826066,0.9343725666002136,1.63415291818125,2.793727655769988,False,39.241790771484375,18.925413131713867,1.5407442839066303,False,True,C2/m,monoclinic,1.6538979057826066,other oxide (mixed-anion / molecular-ion)
e39b32b82f,Ba2Bi2S3O2,9,230.4888919412629,5.913450912649046,820.8086000000001,37.14595086656616,19.407693303941848,0.0210408557611146,0.0124799092804357,0.2775121823607842,1.6413946567253694,1.7226849904392447,1.4912672750207274,1.7208284200053958,1.9834197550916028,False,41.29896926879883,15.21639347076416,0.8254611915579818,True,True,C2/m,monoclinic,1.7226849904392447,other oxide (mixed-anion / molecular-ion)
227d88029e,Ba2Bi2Te3O2,9,283.4171960632256,6.488327362617461,1107.4136,27.739271308348737,17.134143508653786,0.0472599810233663,0.0279365381383912,0.2438892481996596,1.4710923453646223,1.7259958420546426,1.2639695328457332,1.7354842714280108,2.3611415138105047,False,34.681182861328125,14.776358604431152,0.9455532624652728,True,True,C2/m,monoclinic,1.7259958420546426,other oxide (mixed-anion / molecular-ion)
4a158b834a,Br2NClO,5,169.33276987343618,2.2090515661669885,225.2671,7.131832113817825,7.042634448154167,0.2456375856727646,0.2213387614307548,0.1285286205909243,1.0485493720621315,1.781476008827925,0.1812710371647301,1.654749165993501,10.368232095417412,False,5.180510997772217,5.0040130615234375,1.048699818844606,False,True,P1,triclinic,1.781476008827925,other oxide (mixed-anion / molecular-ion)
e4f4889e2f,Sr2Bi2S3O2,9,210.66617561192223,5.686266026942213,721.3946000000001,43.33405959191855,21.10655301462406,0.0336308364401092,0.0443155323026931,0.2904831233323096,1.7152306981505971,1.7988276988246297,1.1608787025627578,1.766079685844724,2.77783056109673,False,51.85252380371094,21.27635383605957,1.5182364266923332,False,True,C2/m,monoclinic,1.7988276988246297,other oxide (mixed-anion / molecular-ion)
af06b96a62,Ba2Hg(IO)2,7,215.6948120959967,5.8590011296938425,761.05174,27.59457274878816,15.981496851685137,0.0769745876121607,0.1067701098624669,0.2572804832781546,1.5355678016189689,1.8035265751160063,0.6099871691320449,1.828440155202483,5.015633751495464,False,28.274497985839844,13.817922592163086,1.2206891091742489,False,True,C2/m,monoclinic,1.8035265751160063,other oxide (mixed-anion / molecular-ion)
dba15e3146,Ca2Bi2S3O2,9,202.08562139808828,5.146398904501995,626.3106,39.932372581963264,19.84760163368268,0.0156455228718184,0.0377810937530973,0.2868060992009193,1.6937874175594083,1.7365268343526046,1.2025113745002385,1.7546556816236871,2.527038215127104,False,47.88446807861328,22.91551399230957,2.0712455204131244,False,True,C2/m,monoclinic,2.0712455204131244,other oxide (mixed-anion / molecular-ion)
03af0ea28e,MnSn2(ClO)2,7,151.41085151931742,4.334890069165428,395.262845,33.62561355572042,15.465232244162044,0.0815299555474488,0.0330525574923245,0.3006065408175715,1.7764930526108906,1.4015290650045238,0.8962962686665225,1.3905424262917383,2.1888792428141417,False,19.781784057617188,14.747174263000488,2.0956440566148404,False,True,C2/m,monoclinic,2.0956440566148404,other oxide (mixed-anion / molecular-ion)
5142165b59,SnTePbO6,9,137.92638545324976,6.615680116774071,549.5064,65.04131419778408,28.65203454338004,0.0868125103052965,0.0149203905546829,0.3079416192703765,1.823041949208344,2.060842789776201,1.3842213850788854,2.069553440731104,2.999463268405899,False,79.74811553955078,31.962934494018555,2.1941389993596383,False,True,P312,trigonal,2.1941389993596383,other oxide (mixed-anion / molecular-ion)
94f3d61989,RbTeAuO6,9,158.34267001189983,5.306743039870314,506.030769,47.9802668047508,24.42470815913168,0.0806305222380399,0.0508562038782888,0.2823956786093818,1.668608506060585,2.205904375556736,1.2144727118642211,2.212682422967508,3.835675839176405,False,40.68527603149414,20.60186195373535,1.699578439671905,False,True,P312,trigonal,2.205904375556736,other oxide (mixed-anion / molecular-ion)
d7a4292447,Pr2Mn(SeO)2,7,152.39269235025213,5.738855714120152,526.6721449999999,73.03959760084796,26.92242586777012,0.0043524697789546,0.0254822142558258,0.3358663681642393,2.0191432326570844,2.2098249332176,1.7186506050818997,2.2493459520050143,2.856778500384612,False,67.42626190185547,26.07841682434082,2.220220627492045,False,True,P-4m2,tetragonal,2.220220627492045,other oxide (mixed-anion / molecular-ion)
02c977c62e,Pr2Mn(TeO)2,7,172.03122205798454,6.022726000049638,623.9521449999999,63.32736766904019,21.9046398767305,0.0240662576700329,0.0985477742755773,0.3449314979884948,2.0901219837328617,1.5372836646276162,0.587696531059414,1.5351051007826273,4.074092474977165,False,55.49690628051758,23.95329093933105,2.235800662443291,False,True,P-4m2,tetragonal,2.235800662443291,other oxide (mixed-anion / molecular-ion)
13f96d1b07,PrNdMn(TeO)2,7,170.63881447378137,6.104318853630085,627.286495,61.376827726902405,21.297152287956123,0.0177559744448117,0.0879475290980449,0.3444915731077123,2.0865852140455505,1.4650215281404997,0.593241423475435,1.4441088348453823,3.454275162701572,False,54.4356575012207,23.99260711669922,2.270352309867013,False,True,Pmm2,orthorhombic,2.270352309867013,other oxide (mixed-anion / molecular-ion)
86de4f66a6,Dy2Mn(TeO)2,7,157.78424717843805,7.021022790606646,667.1368449999999,63.35705268678565,24.199008165210145,0.0118802331872833,0.0612842330661813,0.3305946511956175,1.9796272672846829,1.7905528665409531,0.9876953510629992,1.8050462145447337,3.310007237163305,False,66.11869812011719,27.33432579040528,2.341942612590393,False,True,P-4m2,tetragonal,2.341942612590393,other oxide (mixed-anion / molecular-ion)
d715efd8f5,Nd2Mn(TeO)2,7,169.4908316800822,6.178331538158957,630.6208449999999,59.90380595952939,20.98818835347169,0.0202405774982605,0.0756707740631075,0.343137297968557,2.075757918629421,1.436658118361556,0.669524695428444,1.4811828177760726,3.1285873977191696,False,52.06504440307617,23.93253898620605,2.3451848861993283,False,True,P-4m2,tetragonal,2.3451848861993283,other oxide (mixed-anion / molecular-ion)
4685f33ad1,Ho2Mn(TeO)2,7,156.02462341263757,7.15193572432041,671.997485,66.20568364494333,25.69766549738255,0.020691073181805,0.0688731777653432,0.3281588526193622,1.961784628749752,1.968365721543607,1.0015037448538533,2.0116584094752783,3.91547259360874,False,66.34539031982422,27.563051223754883,2.3532209503739265,False,True,P-4m2,tetragonal,2.3532209503739265,other oxide (mixed-anion / molecular-ion)
9c6b0347d3,ZnSn2(ClO)2,7,144.59020144146055,4.659629904133895,405.7338,41.91599115863081,17.64521576044818,0.059324608656957,0.0288672106290185,0.3154178466799562,1.8724872111025528,1.476668378984808,1.013172910029564,1.483937756087142,2.0705828282145813,False,27.07860565185547,17.826383590698242,2.3596635706548774,False,True,C2/m,monoclinic,2.3596635706548774,other oxide (mixed-anion / molecular-ion)
213e7d2a4a,KTeAuO6,9,151.56469774809443,5.036037461127336,459.661269,45.88086782783224,24.68568409051454,0.0949044268319676,0.0566845935138344,0.2718911060471259,1.610904059069772,2.3991043554279394,1.2949055107230814,2.3969947051763096,4.347017143080801,False,39.6528434753418,23.510665893554688,2.4562093987495097,False,True,P312,trigonal,2.4562093987495097,other oxide (mixed-anion / molecular-ion)
5503eef436,Tb2Mn(TeO)2,7,159.07179356823931,6.889562749557842,659.987545,61.181234063575566,24.98429676530969,0.0025640978844736,0.0716666776329233,0.3202809918304274,1.9057961800161287,2.044323151651638,1.013479802278735,2.05589091788643,4.092374946824164,False,60.996803283691406,26.845117568969727,2.4669505716446327,False,True,P-4m2,tetragonal,2.4669505716446327,other oxide (mixed-anion / molecular-ion)
a75b8d65f2,Ca2Sb2S3O2,9,184.9939696275586,4.056064413752042,451.86980000000005,43.01502923560948,22.748963187710608,0.0143192294959859,0.001954950957523,0.2751990635965461,1.6287415019731908,2.483688351520927,2.3386633094535223,2.4821842849190072,2.625806989157582,False,49.97408676147461,23.067901611328125,2.203089877817894,False,True,P2_1/c,monoclinic,2.483688351520927,other oxide (mixed-anion / molecular-ion)
3dcd36d0f5,NdSmMn(TeO)2,7,167.24968497265797,6.321863798992198,636.738845,61.11093165865023,21.793098597347782,0.016788033479195,0.0673866610155636,0.3406361706629662,2.055998115353832,1.525429022936413,0.7695539212102193,1.5146608135339206,2.900982784138566,False,55.14290237426758,25.36972618103028,2.5214927937803298,False,True,Pmm2,orthorhombic,2.5214927937803298,other oxide (mixed-anion / molecular-ion)
d890b52180,Nd2Mn(SeO)2,7,149.80021046067014,5.9120965681542055,533.340845,68.62681597808262,24.949359498996497,0.0178022389020692,0.0233363319516039,0.3378717217475575,2.034507741712245,1.9022897996641333,1.4977047288390146,1.8798875401634807,2.412627488141003,False,61.24102783203125,26.75540542602539,2.5770207133348446,False,True,P-4m2,tetragonal,2.5770207133348446,other oxide (mixed-anion / molecular-ion)
3799952409,Y2Mn(TeO)2,7,158.36979805482417,5.451764688755365,519.948545,66.26628725644386,27.03661999766256,0.0439245857486545,0.0562764830401702,0.320422682568825,1.906780685315387,2.5807438808261454,1.4153728153038396,2.562740765704107,4.619146935345142,False,62.92539978027344,26.48851585388184,2.5881963973543543,False,True,P-4m2,tetragonal,2.5881963973543543,other oxide (mixed-anion / molecular-ion)
a857982103,Sm2Mn(TeO)2,7,164.63927614427803,6.483804665842176,642.8568449999999,62.620196356237294,22.67718751044868,0.0172224916418025,0.0590475401869019,0.3384338344483117,2.038848194134837,1.617514892518257,0.8974014594697266,1.625356210251396,2.872670997757802,False,57.25887298583984,26.22571563720703,2.590952907958622,False,True,P-4m2,tetragonal,2.590952907958622,other oxide (mixed-anion / molecular-ion)
1f9f1806d2,LaPrMn(TeO)2,7,173.6184188775787,5.9485175736115385,621.9499649999999,60.01078065253423,20.719989021547587,0.021637232653146,0.0767800792860007,0.3451824525238051,2.092143864840019,1.424597962434302,0.663045289553139,1.4092003227880383,3.075318468706468,False,54.40096282958984,25.396955490112305,2.677073755934353,False,True,Pmm2,orthorhombic,2.677073755934353,other oxide (mixed-anion / molecular-ion)
7fcefe5a32,InPbIO6,9,139.94716404736477,6.465719253306848,544.91887,67.08171047539994,32.172910939700266,0.0585760045012475,0.0955210105418157,0.2932492025020917,1.7316399560949869,2.7259505713953747,0.9692349200920136,2.6111751521780646,6.744347840397856,False,71.9825439453125,26.933290481567383,1.600874377105097,False,True,P312,trigonal,2.7259505713953747,other oxide (mixed-anion / molecular-ion)
c58512f97b,Sm2Mn(SeO)2,7,145.5911141995174,6.22257526636618,545.5768449999999,73.9289381438717,27.6655883299078,0.0112991143686942,0.0134313056651477,0.3336420814734173,2.002317757860916,2.213570805003556,1.912759307405541,2.2034883992925542,2.560372549833491,False,65.57818603515625,28.52987098693848,2.727483625823861,False,True,P-4m2,tetragonal,2.727483625823861,other oxide (mixed-anion / molecular-ion)
c6650f6db0,Ca2AuBrO2,6,123.2670355070184,5.240588624269615,389.025369,40.59887793403243,17.32679636187861,0.0325529603770421,0.0108610821575315,0.3131860714461617,1.8575080063829,1.5210209727920438,1.2739913580785471,1.5193274094174605,1.8064044093405047,False,55.41992568969727,24.80138397216797,2.739747873882473,False,True,R-3m,trigonal,2.739747873882473,other oxide (mixed-anion / molecular-ion)
a16ec9d877,Ca2AgClO2,6,117.22278040717458,3.618988371525105,255.476,55.641908562682346,23.34315385836377,0.0167662332311978,0.0441480429324761,0.3159723709362319,1.8762386314201265,2.763357469358065,1.7827715901004004,2.7557532729726,4.281750045358675,False,57.69422149658203,24.12723731994629,2.893846842057641,False,True,R-3m,trigonal,2.893846842057641,other oxide (mixed-anion / molecular-ion)
0e29714ed6,La2Mn(TeO)2,7,174.3929430732203,5.903034260111626,619.947785,56.43325979955792,19.678468120230374,0.0238981343360349,0.0588165776656315,0.3438037045645012,2.0810744221247552,1.3400877931528965,0.7170104024905651,1.31538321780327,2.425060003969019,False,52.53646469116211,26.47566795349121,3.101744458407164,False,True,P-4m2,tetragonal,3.101744458407164,other oxide (mixed-anion / molecular-ion)
1b747d2f10,TiHgTeO6,9,119.42842189848945,6.563455338820271,472.0534,84.91641979709829,39.71324050907008,0.1222850325328387,0.0131303373296276,0.2976996704715834,1.758557925036543,3.4279017010094104,2.0181552959352542,3.414951966757047,5.456968269259836,False,131.0159149169922,44.28357696533203,2.8419788000584014,False,True,P312,trigonal,3.4279017010094104,other oxide (mixed-anion / molecular-ion)
833013cde6,BaCoTeO6,9,133.52524375748283,5.22139679151232,419.856595,67.98261379232805,35.80541898070517,0.0488718544888219,0.0744968785683044,0.2759858264662167,1.633028414973634,3.861168543722986,1.8212874838645663,3.789897091141194,7.770461914563107,False,71.18685913085938,34.298973083496094,3.302923247570773,False,True,P312,trigonal,3.861168543722986,other oxide (mixed-anion / molecular-ion)
7bc6eb256e,ErHSeO,8,132.69508347682785,6.588000249687445,526.4526799999999,75.83752716887868,37.96883588776487,0.0037613095841566,0.0334975221320494,0.2854717878538474,1.6861084176383458,4.000896591683818,2.92257415169068,4.045092767245375,5.507439246951961,False,80.67372131347656,34.22515869140625,2.876384222313765,False,True,P2_1/m,monoclinic,4.000896591683818,other oxide (mixed-anion / molecular-ion)
ba4004d944,FePbIO6,9,131.47986057873388,6.13730573612911,485.94587,47.28447578755031,33.30087557942905,0.01506532324615,0.0957801500441625,0.2148153797531227,1.344264600916764,4.211843185448159,1.7222356915880703,4.259296866282902,9.801858758037426,False,72.14804077148438,32.468788146972656,2.598471863153412,False,True,P312,trigonal,4.211843185448159,other oxide (mixed-anion / molecular-ion)
b2782e63a5,ZnBiIO6,9,121.96999210742636,6.770271176220703,497.29027,54.62358833769501,36.4122193343193,0.0904482397030768,0.1357772271913213,0.2272942123393778,1.396644464453802,4.249440259917692,1.0592647904521082,4.174820297208782,15.271042392904848,False,71.71726989746094,30.4477596282959,2.059316408105295,False,True,P312,trigonal,4.249440259917692,other oxide (mixed-anion / molecular-ion)
4861950793,BaLaIO6,9,166.56263765368612,4.976088415421339,499.13334,45.0531320713982,30.489100242459745,0.0111933561063573,0.0591067193172256,0.223911467100718,1.3821536915891324,4.273399270020559,2.4832803044073426,4.272245810311556,7.395745781329485,False,69.52108001708984,33.03047180175781,3.3919943885416863,False,True,P312,trigonal,4.273399270020559,other oxide (mixed-anion / molecular-ion)
08b033031d,LaEuClO2,5,103.0260165392084,5.77530305496759,358.32127,63.50362391969456,28.14363045970333,0.0214582118816392,0.0070393387397447,0.3069308188892722,1.8165145716837272,3.5293873540090406,3.16967647403492,3.5381617835517862,3.943273080103967,False,68.479248046875,31.29393196105957,4.274793411297537,False,True,P3m1,trigonal,4.274793411297537,other oxide (mixed-anion / molecular-ion)
d32c6cde99,HgGeTeO6,9,117.32473137788088,7.031762510614296,496.8264,99.0081066968359,46.87479333843937,0.0978904656970698,0.060877784074259,0.2955441370389393,1.7454398933129962,4.276366917247969,2.008153177053301,4.25200169245362,8.623441963469816,False,129.37876892089844,37.33675765991211,1.7740321736377165,False,True,P312,trigonal,4.276366917247969,other oxide (mixed-anion / molecular-ion)
2518ad54d1,LaNiIO6,9,123.67722262348664,5.645795013253322,420.49974,68.41451539330417,36.84167892193743,0.0338700882182859,0.025118164931522,0.2717228783389977,1.610004911995097,3.8638294785834617,2.940354206821385,3.837642864260172,5.115624388429132,False,104.46026611328124,45.60957336425781,4.279826212310876,False,True,P312,trigonal,4.279826212310876,other oxide (mixed-anion / molecular-ion)
8c28fad4eb,CsTeAsO6,9,156.6468595455402,4.5733154128124,431.4234519,54.618580703759314,32.826431129484,0.1531944709496395,0.0323082751114166,0.2496486545633654,1.4983149627764878,4.356785033910515,2.2410212818490662,4.319060216452767,7.728157056754491,False,35.844120025634766,16.082521438598633,1.108908470493377,False,True,P312,trigonal,4.356785033910515,other oxide (mixed-anion / molecular-ion)
d4633fc2a7,NbCrOF5,8,132.7850930283851,3.200071650477489,255.893896,59.91503207726686,30.74089558936095,0.0359877395457527,0.0349876258069707,0.2809291583488382,1.6603637586799267,4.289664882128311,2.967960589651007,4.265727514431316,6.030217019118815,False,40.33242416381836,26.484525680541992,4.375029559926819,False,True,P1,triclinic,4.375029559926819,other oxide (mixed-anion / molecular-ion)
218d64ce77,TbBi(OF)2,6,88.9591676026548,8.174000839162085,437.90135640000005,92.70430556478962,41.58877763679602,0.0342700118936722,0.0407551785453551,0.3048707042804282,1.803324027822348,4.283950004221946,2.8398618710157364,4.307166156677575,6.359122683867853,False,98.77439880371094,43.06634521484375,4.379604567413244,False,True,P4mm,tetragonal,4.379604567413244,other oxide (mixed-anion / molecular-ion)
287bf14768,NbFeOF5,8,130.27678687298942,3.3107437708685348,259.742796,75.9459203045546,34.62806896923038,0.0685250117106528,0.0489393417448438,0.3020995591044333,1.785816015892436,4.431127367189834,2.494320685135123,4.438694749155047,7.467585196044677,False,45.42339706420898,23.24049568176269,2.746803078064376,False,True,P1,triclinic,4.431127367189834,other oxide (mixed-anion / molecular-ion)
6afdfe434a,CdSnTeO6,9,121.9236396599931,6.193023847741044,454.7174,104.359874394296,40.70475342179476,0.0335866472335409,0.0311669181298628,0.3274171100525529,1.956402129601676,3.036983445464919,2.1814777996917583,3.052616820125481,4.263082813724983,False,106.4626235961914,48.250335693359375,4.603846133409732,False,True,P312,trigonal,4.603846133409732,other oxide (mixed-anion / molecular-ion)
50426db9ff,MnNbOF5,8,133.7278139781779,3.2140436131514294,258.835841,46.86614346557282,28.721419390649302,0.2059375254574308,0.0358741697257657,0.2455577173020375,1.478901979144993,4.625999315190171,1.8218313617297293,4.560848673068126,9.187809393336105,False,43.63588333129883,21.15562438964844,2.3102894951650352,False,True,P1,triclinic,4.625999315190171,other oxide (mixed-anion / molecular-ion)
8fd5f2cf60,PrBi(OF)2,6,95.59470114162409,7.293638742802557,419.88365640000006,91.23468507313866,36.86884140947618,0.0316372197394635,0.0213696534623416,0.3219314604896226,1.917314270203555,3.4672090205319823,2.732687060834955,3.4713922200383447,4.421618799216955,False,88.35664367675781,40.76771545410156,4.644038355733749,False,True,P4mm,tetragonal,4.644038355733749,other oxide (mixed-anion / molecular-ion)
a07d17d112,BaHfTeO6,9,149.14805094254223,6.005556353827495,539.4134,55.50314737868997,34.97140277199238,0.077590798937473,0.0153923056155962,0.2396422266249416,1.4514886156209403,4.3049705718393785,3.042225798977693,4.292032355496706,5.816444816997096,False,88.15779113769531,43.5228385925293,4.684578854257334,False,True,P312,trigonal,4.684578854257334,other oxide (mixed-anion / molecular-ion)
23524fc2d0,TaVOF5,8,128.71887448674215,4.423336981547583,342.880796,77.84524560102177,30.86573061822095,0.0519776169213054,0.0465920174313539,0.3248928178089073,1.9382594985497352,2.766975277303253,1.6511936304859725,2.754587264647844,4.554847994332478,False,47.89176559448242,31.25141716003418,4.692685733570567,False,True,P1,triclinic,4.692685733570567,other oxide (mixed-anion / molecular-ion)
e666291839,SrSmIO6,9,147.7700669837057,5.179064382756412,460.88087,52.58179980073153,34.49890248747038,0.0288434236305723,0.0566450686491965,0.230819830691754,1.41198665345204,4.705805664123535,2.800538884830109,4.76602230881044,7.961616039027685,False,79.05030059814453,36.0560188293457,3.490773183705552,False,True,P312,trigonal,4.705805664123535,other oxide (mixed-anion / molecular-ion)
63b345f98c,Gd2Zn2AsPO2,8,141.9735562201307,6.82131663285745,583.2121619999999,93.361750914349,42.60606847128837,0.0208515753020379,0.0837052477105471,0.3019497318166689,1.7848769928275197,4.339643436219067,1.9342725781104195,4.337423160777153,9.49158367821852,False,84.82665252685547,42.38160705566406,4.7324150759659735,False,True,R3m,trigonal,4.7324150759659735,other oxide (mixed-anion / molecular-ion)
